description,product_code,category,subcategory,pr_23,pr_24
"Refresco Fanta naranja",27526,"Agua y refrescos","Refresco de naranja y de limón",2.92,3.5
"Refresco Fanta naranja",27508,"Agua y refrescos","Refresco de naranja y de limón",1.75,1.79
"Refresco Fanta naranja",27571,"Agua y refrescos","Refresco de naranja y de limón",6.03,6.57
"Refresco Fanta naranja",27502,"Agua y refrescos","Refresco de naranja y de limón",0.7,0.75
"Refresco Fanta naranja zero azúcares añadidos",27545,"Agua y refrescos","Refresco de naranja y de limón",1.5,1.79
"Refresco Fanta naranja zero azúcares añadidos",27510,"Agua y refrescos","Refresco de naranja y de limón",0.7,0.75
"Refresco de naranja Hacendado fresh gas",29075,"Agua y refrescos","Refresco de naranja y de limón",0.95,0.95
"Refresco de naranja Hacendado fresh gas",29039,"Agua y refrescos","Refresco de naranja y de limón",1.92,2.1
"Refresco de naranja Hacendado fresh gas",29040,"Agua y refrescos","Refresco de naranja y de limón",0.32,0.35
"Refresco de naranja Hacendado zero fresh gas",29076,"Agua y refrescos","Refresco de naranja y de limón",0.87,0.95
"Refresco de naranja Hacendado zero fresh gas",29041,"Agua y refrescos","Refresco de naranja y de limón",2.1,2.1
"Refresco de naranja Hacendado zero fresh gas",29042,"Agua y refrescos","Refresco de naranja y de limón",0.35,0.35
"Tónica original Schweppes",27666,"Agua y refrescos","Tónica y bitter",7.36,7.52
"Tónica original Schweppes",27667,"Agua y refrescos","Tónica y bitter",0.93,0.95
"Tónica original Schweppes",29247,"Agua y refrescos","Tónica y bitter",1.97,1.9
"Tónica original Schweppes",86117,"Agua y refrescos","Tónica y bitter",6.48,6.3
"Tónica original Schweppes",86118,"Agua y refrescos","Tónica y bitter",1.09,1.06
"Tónica Hacendado",28034,"Agua y refrescos","Tónica y bitter",2.28,2.28
"Tónica Hacendado",27980,"Agua y refrescos","Tónica y bitter",0.38,0.38
"Tónica zero calorías Schweppes",27487,"Agua y refrescos","Tónica y bitter",7.04,7.52
"Tónica zero calorías Schweppes",27488,"Agua y refrescos","Tónica y bitter",0.89,0.95
"Tónica Nordic Mist",27234,"Agua y refrescos","Tónica y bitter",4.72,4.72
"Tónica Nordic Mist",27017,"Agua y refrescos","Tónica y bitter",0.68,0.69
"Bitter Kas sin alcohol",28435,"Agua y refrescos","Tónica y bitter",0.99,0.99
"Refresco té al limón Nestea",28509,"Agua y refrescos","Refresco de té y sin gas",6.96,7.68
"Refresco té al limón Nestea",27801,"Agua y refrescos","Refresco de té y sin gas",0.9,0.99
"Refresco té al limón Nestea",27903,"Agua y refrescos","Refresco de té y sin gas",1.95,1.99
"Refresco té verde Hacendado",27832,"Agua y refrescos","Refresco de té y sin gas",1.05,0.95
"Refresco té sabor limón Hacendado",67938,"Agua y refrescos","Refresco de té y sin gas",0.95,0.95
"Refresco té sabor melocotón Hacendado zero",86137,"Agua y refrescos","Refresco de té y sin gas",0.95,0.95
"Refresco té sabor limón Hacendado para diluir",11307,"Agua y refrescos","Refresco de té y sin gas",1.3,1.5
"Refresco té sabor melocotón Hacendado para diluir",11319,"Agua y refrescos","Refresco de té y sin gas",1.3,1.5
"Refresco té sabor melocotón Hacendado para diluir",11319,"Agua y refrescos","Refresco de té y sin gas",1.5,1.5
"Refresco de naranja Simon Life sin gas",27951,"Agua y refrescos","Refresco de té y sin gas",1.85,1.85
"Refresco de naranja Gold Spring sin gas",28077,"Agua y refrescos","Refresco de té y sin gas",1.3,1.4
"Refresco de naranja Gold Spring sin gas",27842,"Agua y refrescos","Refresco de té y sin gas",1.5,1.5
"Refresco fusión de frutas Gold Spring cero sin gas",28187,"Agua y refrescos","Refresco de té y sin gas",1.3,1.4
"Refresco de naranja Trina sin gas",27755,"Agua y refrescos","Refresco de té y sin gas",1.65,1.69
"Bebida Florida Sunny Delight",27759,"Agua y refrescos","Refresco de té y sin gas",1.89,1.95
"Refresco de manzana sin gas",13606,"Agua y refrescos","Refresco de té y sin gas",1,1
"Refresco piña-coco Gold Spring cero sin gas",28191,"Agua y refrescos","Refresco de té y sin gas",1.3,1.4
"Agua de coco Chaokoh 100% natural",28198,"Agua y refrescos","Refresco de té y sin gas",2.6,2.6
"Agua de coco Chaokoh 100% natural",28198,"Agua y refrescos","Refresco de té y sin gas",2.6,2.6
"Agua de coco Chaokoh 100% natural",28198,"Agua y refrescos",Agua,2.6,2.6
"Agua de coco Chaokoh 100% natural",28198,"Agua y refrescos",Agua,2.6,2.6
"Refresco sandía Gold Spring cero sin gas",28190,"Agua y refrescos","Refresco de té y sin gas",1.3,1.4
"Refresco Caribe Gold Spring cero sin gas",28193,"Agua y refrescos","Refresco de té y sin gas",1.3,1.4
"Limonada Hacendado light sin gas",15988,"Agua y refrescos","Refresco de té y sin gas",1.5,1.5
"Aceitunas manzanilla rellenas de anchoa Hacendado",22910,Aperitivos,"Aceitunas y encurtidos",2.76,3.12
"Aceitunas manzanilla rellenas de anchoa Hacendado",23217,Aperitivos,"Aceitunas y encurtidos",1.5,1.6
"Aceitunas manzanilla rellenas de anchoa Hacendado",22911,Aperitivos,"Aceitunas y encurtidos",0.92,1.04
"Aceitunas manzanilla Hacendado sin hueso",33053,Aperitivos,"Aceitunas y encurtidos",2.1,2.6
"Aceitunas manzanilla rellenas de anchoa Hacendado reducidas en sal",33078,Aperitivos,"Aceitunas y encurtidos",1.65,1.8
"Aceitunas chupadedos Huerta de Barros partidas aliñadas con hueso",33168,Aperitivos,"Aceitunas y encurtidos",3.2,3.3
"Aceitunas gazpacha Hacendado con hueso",80177,Aperitivos,"Aceitunas y encurtidos",2.5,2.5
"Aceitunas rellenas de anchoa Hacendado",23759,Aperitivos,"Aceitunas y encurtidos",1.45,1.65
"Aceitunas manzanilla Hacendado sin hueso",33114,Aperitivos,"Aceitunas y encurtidos",1.6,1.65
"Aceitunas estilo caseras Hacendado aliñadas",13422,Aperitivos,"Aceitunas y encurtidos",2.85,2.9
"Aceitunas manzanilla Hacendado con hueso",80016,Aperitivos,"Aceitunas y encurtidos",2.1,2.6
"Aceitunas manzanilla aliñadas Hacendado sin hueso",33121,Aperitivos,"Aceitunas y encurtidos",1.7,1.85
"Aceitunas chupadedos Huerta de Barros partidas aliñadas con hueso",60718,Aperitivos,"Aceitunas y encurtidos",1.7,1.7
"Aceitunas rellenas de jalapeño Hacendado",33178,Aperitivos,"Aceitunas y encurtidos",1.5,1.65
"Aceitunas aloreña Roldán partida con hueso",33059,Aperitivos,"Aceitunas y encurtidos",3.7,4.2
"Aceitunas rellenas de pimiento asado Hacendado",23708,Aperitivos,"Aceitunas y encurtidos",1.5,1.65
"Aceitunas manzanilla sabor anchoa Hacendado con hueso",33120,Aperitivos,"Aceitunas y encurtidos",2.95,3.2
"Aceitunas manzanilla sabor anchoa Hacendado con hueso",33205,Aperitivos,"Aceitunas y encurtidos",1.3,1.5
"Aceitunas arbequina Hacendado con hueso",67915,Aperitivos,"Aceitunas y encurtidos",1.75,1.75
"Aceitunas negras Hacendado sin hueso",33249,Aperitivos,"Aceitunas y encurtidos",1.05,1.2
"Aceitunas negras Hacendado con hueso",16851,Aperitivos,"Aceitunas y encurtidos",1.15,1.15
"Aceitunas arrugadas negras de Aragón Campo Nature",33113,Aperitivos,"Aceitunas y encurtidos",2.6,2.8
"Aceitunas negras Hacendado a rodajas",86593,Aperitivos,"Aceitunas y encurtidos",2,2.2
"Banderillas picantes Hacendado",33235,Aperitivos,"Aceitunas y encurtidos",1.6,1.55
"Banderillas dulces Hacendado en vinagre",22154,Aperitivos,"Aceitunas y encurtidos",1.6,1.55
"Mix de encurtidos Hacendado",73331,Aperitivos,"Aceitunas y encurtidos",2.25,2.35
"Altramuces Hacendado",33136,Aperitivos,"Aceitunas y encurtidos",1.6,1.75
"Alcaparras Hacendado en vinagre",33190,Aperitivos,"Aceitunas y encurtidos",1.3,1.3
"Pepinillos en vinagre Hacendado",33182,Aperitivos,"Aceitunas y encurtidos",2.1,2.1
"Pepinillos laminados agridulces Hacendado",33100,Aperitivos,"Aceitunas y encurtidos",2,1.8
"Cebollitas Hacendado",33141,Aperitivos,"Aceitunas y encurtidos",1.3,1.5
"Guindillas picantes Hacendado",15966,Aperitivos,"Aceitunas y encurtidos",1.3,1.3
"Ajos aliñados Hacendado",33022,Aperitivos,"Aceitunas y encurtidos",2.4,2.4
"Berenjenas de Almagro Antonio aliño suave",33108,Aperitivos,"Aceitunas y encurtidos",2.65,2.89
"Jalapeños picantes Hacendado en vinagre",33189,Aperitivos,"Aceitunas y encurtidos",1.65,1.65
"Piparra Hacendado",15967,Aperitivos,"Aceitunas y encurtidos",2.5,2.5
"Nuez natural Hacendado pelada",34024,Aperitivos,"Frutos secos y fruta desecada",2.25,2
"Almendra natural Hacendado",34865,Aperitivos,"Frutos secos y fruta desecada",2.3,2.05
"Pistacho tostado Hacendado con sal",86202,Aperitivos,"Frutos secos y fruta desecada",3.3,3.35
"Pipas girasol tostadas Hacendado gigante con sal",34079,Aperitivos,"Frutos secos y fruta desecada",1.2,1.2
"Pistacho tostado Hacendado 0% sal añadida",86190,Aperitivos,"Frutos secos y fruta desecada",3.3,3.35
"Cacahuete frito con sal Belnut pelado",70702,Aperitivos,"Frutos secos y fruta desecada",1.05,1.05
"Pipas girasol tostadas Hacendado gigante aguasal",34078,Aperitivos,"Frutos secos y fruta desecada",1.2,1.2
"Anacardo natural Hacendado",23365,Aperitivos,"Frutos secos y fruta desecada",2.5,2.3
"Palomitas de maíz con sal Hacendado para microondas",34822,Aperitivos,"Frutos secos y fruta desecada",1.1,1.1
"Anacardo frito salado Hacendado",34027,Aperitivos,"Frutos secos y fruta desecada",2.3,2.4
"Avellana tostada Hacendado 0% sal añadida",34025,Aperitivos,"Frutos secos y fruta desecada",2.8,3.1
"Almendra tostada y salada Hacendado con piel",34013,Aperitivos,"Frutos secos y fruta desecada",2.8,2.8
"Cacahuete frito y salado Hacendado con piel",34868,Aperitivos,"Frutos secos y fruta desecada",1.3,1.3
"Maíz frito crujiente y tierno Hacendado",34821,Aperitivos,"Frutos secos y fruta desecada",1,1
"Almendra frita y salada Hacendado pelada",34009,Aperitivos,"Frutos secos y fruta desecada",2.8,2.55
"Cacahuete tostado Hacendado 0% sal añadida",34031,Aperitivos,"Frutos secos y fruta desecada",1.7,1.6
"Almendra tostada Hacendado 0% sal añadida con piel",34014,Aperitivos,"Frutos secos y fruta desecada",2.8,2.8
"Maíz palomitas Hacendado",34804,Aperitivos,"Frutos secos y fruta desecada",0.82,0.82
"Manzana deshidratada Hacendado",22835,Aperitivos,"Patatas fritas y snacks",1.06,0.9
"Piña deshidratada Hacendado",33440,Aperitivos,"Patatas fritas y snacks",1.35,1.35
"Patatas fritas clásicas Hacendado",22245,Aperitivos,"Patatas fritas y snacks",1.9,1.75
"Patatas fritas receta churrería Hacendado",33444,Aperitivos,"Patatas fritas y snacks",1.05,1
"Patatas fritas Lisas Hacendado",33365,Aperitivos,"Patatas fritas y snacks",0.9,1
"Patatas light Hacendado",15810,Aperitivos,"Patatas fritas y snacks",1.3,1.35
"Aperitivo de patata sabor original Pringles",33555,Aperitivos,"Patatas fritas y snacks",2.39,2.55
"Aperitivo de patata sabor crema agria y cebolla Pringles",33556,Aperitivos,"Patatas fritas y snacks",2.39,2.55
"Patatas fritas sabor sal y vinagre Hacendado",13548,Aperitivos,"Patatas fritas y snacks",1.15,1.15
"Patatas fritas sabor chili y lima Hacendado",33367,Aperitivos,"Patatas fritas y snacks",1.15,1.15
"Patatas fritas al punto de sal Lay's",46580,Aperitivos,"Patatas fritas y snacks",1.85,1.99
"Patatas fritas onduladas Munchos sabor queso",86205,Aperitivos,"Patatas fritas y snacks",1.15,1.15
"Nachos Hacendado",33640,Aperitivos,"Patatas fritas y snacks",1,0.9
"Pandilla sabor queso Cheetos",33529,Aperitivos,"Patatas fritas y snacks",1.79,1.89
"Tiras de maíz frito sabor barbacoa Hacendado",33639,Aperitivos,"Patatas fritas y snacks",0.7,0.8
"Pelotazos sabor queso Cheetos",33543,Aperitivos,"Patatas fritas y snacks",1.79,1.89
"Nachos tex-mex Hacendado sabor queso",33641,Aperitivos,"Patatas fritas y snacks",1,0.95
"Garfitos de maíz sabor queso Hacendado",13889,Aperitivos,"Patatas fritas y snacks",0.7,0.75
"Cuquitos sabor queso Hacendado",33642,Aperitivos,"Patatas fritas y snacks",0.75,0.8
"Conos sabor bacon y queso Hacendado",15778,Aperitivos,"Patatas fritas y snacks",0.75,0.75
"Galletitas saladas Hacendado",14216,Aperitivos,"Patatas fritas y snacks",1.3,1.3
"Cuquis Hacendado",33581,Aperitivos,"Patatas fritas y snacks",0.75,0.75
"Combinado de aperitivos Hacendado",33488,Aperitivos,"Patatas fritas y snacks",1.4,1.5
"Bombitas de maíz sabor mantequilla Hacendado",16860,Aperitivos,"Patatas fritas y snacks",0.75,0.75
"Snack de maíz sabor barbacoa Estrella",33637,Aperitivos,"Patatas fritas y snacks",1.45,1.45
"Torreznos sabor barbacoa Hacendado",33436,Aperitivos,"Patatas fritas y snacks",1.25,1.55
"Trigo snack sabor ahumado Hacendado",33633,Aperitivos,"Patatas fritas y snacks",0.75,0.85
"Patatas fritas paja Hacendado",33624,Aperitivos,"Patatas fritas y snacks",1.5,1.5
"Torreznos Hacendado",33416,Aperitivos,"Patatas fritas y snacks",1.4,1.65
"Piña deshidratada Hacendado",33440,Aperitivos,"Patatas fritas y snacks",1.35,1.35
"Snack de maíz Bits Doritos sabor barbacoa",67774,Aperitivos,"Patatas fritas y snacks",0.85,0.95
"Cocktail galletitas de aperitivo Hacendado",14926,Aperitivos,"Patatas fritas y snacks",1.4,1.55
"Sticks de patata Hacendado",22568,Aperitivos,"Patatas fritas y snacks",0.85,0.85
Cortezas,33407,Aperitivos,"Patatas fritas y snacks",0.8,1
"Súper cuquis La Llanura",33409,Aperitivos,"Patatas fritas y snacks",1.2,1.2
"Manzana deshidratada Hacendado",22835,Aperitivos,"Patatas fritas y snacks",1.06,0.9
"Aros de maíz Hacendado",15757,Aperitivos,"Patatas fritas y snacks",0.95,0.9
"Palomitas caramelo Hacendado",34811,Aperitivos,"Patatas fritas y snacks",1.3,1.3
"Snack de maíz sabor mantequilla Snakis",50360,Aperitivos,"Patatas fritas y snacks",0.95,1
"Chicharrones Mont-Palau",53144,Aperitivos,"Patatas fritas y snacks",3.34,3.34
"Snack de maíz Crunchy sabor picante Munchos",80476,Aperitivos,"Patatas fritas y snacks",1,1
"Arroz redondo Hacendado",5044,"Arroz, legumbres y pasta",Arroz,1.3,1.27
"Arroz largo Hacendado",5063,"Arroz, legumbres y pasta",Arroz,1.3,1.3
"Arroz cocido basmati Sabroz",22280,"Arroz, legumbres y pasta",Arroz,1.2,1.2
"Arroz cocido basmati Sabroz",22280,"Arroz, legumbres y pasta",Arroz,1.2,1.2
"Arroz cocido integral Sabroz",22281,"Arroz, legumbres y pasta",Arroz,1.15,1.15
"Arroz cocido integral Sabroz",22281,"Arroz, legumbres y pasta",Arroz,1.15,1.15
"Arroz bomba Hacendado",5025,"Arroz, legumbres y pasta",Arroz,4.5,4.9
"Quinoa cocida blanca y roja Sabroz",22278,"Arroz, legumbres y pasta",Arroz,1.5,1.5
"Quinoa cocida blanca y roja Sabroz",22278,"Arroz, legumbres y pasta",Arroz,1.5,1.5
"Arroz cocido redondo Sabroz",22279,"Arroz, legumbres y pasta",Arroz,1.15,1.15
"Arroz cocido redondo Sabroz",22279,"Arroz, legumbres y pasta",Arroz,1.15,1.15
"Arroz redondo J Sendra Hacendado",5042,"Arroz, legumbres y pasta",Arroz,1.54,1.54
"Arroz basmati aromático Hacendado",5002,"Arroz, legumbres y pasta",Arroz,2.64,2.54
"Arroz integral redondo Hacendado",5014,"Arroz, legumbres y pasta",Arroz,1.7,1.7
"Cous cous mediano Bia",9395,"Arroz, legumbres y pasta",Arroz,1.95,1.9
"Arroz vaporizado Hacendado",5020,"Arroz, legumbres y pasta",Arroz,1.54,1.54
"Quinoa Hacendado",9430,"Arroz, legumbres y pasta",Arroz,2.4,2.65
"Noodles de arroz Acecook",8713,"Arroz, legumbres y pasta",Arroz,1.5,1.5
"Arroz redondo Sabroz",5005,"Arroz, legumbres y pasta",Arroz,2.68,2.68
"Arroz Nomen",5050,"Arroz, legumbres y pasta",Arroz,1.82,1.82
"Garbanzo cocido Hacendado",26029,"Arroz, legumbres y pasta",Legumbres,0.79,0.71
"Garbanzo cocido Hacendado",26039,"Arroz, legumbres y pasta",Legumbres,0.7,0.65
"Garbanzo cocido pedrosillano Hacendado",26033,"Arroz, legumbres y pasta",Legumbres,1.06,1.06
"Garbanzo Hacendado",5214,"Arroz, legumbres y pasta",Legumbres,2.4,2.2
"Garbanzo pedrosillano Hacendado",5219,"Arroz, legumbres y pasta",Legumbres,1.99,1.95
"Garbanzo lechoso andaluz Hacendado",5220,"Arroz, legumbres y pasta",Legumbres,2.5,2.75
"Alubia cocida blanca Hacendado",26019,"Arroz, legumbres y pasta",Legumbres,0.69,0.69
"Alubia cocida blanca Hacendado",26028,"Arroz, legumbres y pasta",Legumbres,0.65,0.65
"Alubia cocida roja Hacendado",26000,"Arroz, legumbres y pasta",Legumbres,1.05,1.05
"Alubia cocida pinta Hacendado",26001,"Arroz, legumbres y pasta",Legumbres,1.1,1.1
"Alubia blanca Hacendado",5124,"Arroz, legumbres y pasta",Legumbres,1.89,1.85
"Alubia cocida Ganxet Hacendado",26023,"Arroz, legumbres y pasta",Legumbres,2.2,2.2
"Alubia negra Hacendado",67608,"Arroz, legumbres y pasta",Legumbres,2.4,2.4
"Alubia roja Hacendado",67609,"Arroz, legumbres y pasta",Legumbres,2.55,2.55
"Alubia cocida granja Hacendado",26002,"Arroz, legumbres y pasta",Legumbres,1.5,1.5
"Lenteja pardina Hacendado",5330,"Arroz, legumbres y pasta",Legumbres,2.2,2.1
"Lenteja cocida Hacendado",26030,"Arroz, legumbres y pasta",Legumbres,0.87,0.87
"Lenteja cocida Hacendado",26011,"Arroz, legumbres y pasta",Legumbres,0.75,0.75
"Soja texturizada grano fino Hacendado",7329,"Arroz, legumbres y pasta",Legumbres,1.85,2.25
"Lenteja Hacendado",5325,"Arroz, legumbres y pasta",Legumbres,1.88,1.88
"Fideo cabello de ángel Hacendado",13577,"Arroz, legumbres y pasta","Pasta y fideos",0.76,0.82
"Fideuá Hacendado",6253,"Arroz, legumbres y pasta","Pasta y fideos",0.76,0.82
"Fideo grueso Hacendado",6261,"Arroz, legumbres y pasta","Pasta y fideos",0.76,0.82
"Pasta maravilla Hacendado",6258,"Arroz, legumbres y pasta","Pasta y fideos",0.76,0.82
"Pasta piñones Hacendado",6282,"Arroz, legumbres y pasta","Pasta y fideos",0.76,0.82
"Fideo mediano Hacendado",6256,"Arroz, legumbres y pasta","Pasta y fideos",0.76,0.82
"Fideo al huevo Hacendado",6341,"Arroz, legumbres y pasta","Pasta y fideos",1.29,1.35
"Pasta infantil con vegetales Hacendado",6333,"Arroz, legumbres y pasta","Pasta y fideos",0.95,1.3
"Tapioca Tipiak",9490,"Arroz, legumbres y pasta","Pasta y fideos",1.9,1.9
"Pajaritas vegetales Hacendado",6305,"Arroz, legumbres y pasta","Pasta y fideos",0.95,1.1
"Pasta tortiglioni Armando",6358,"Arroz, legumbres y pasta","Pasta y fideos",1.24,1.24
"Hélices con vegetales Hacendado",6344,"Arroz, legumbres y pasta","Pasta y fideos",1.45,1.6
"Macarrón fino Hacendado",6260,"Arroz, legumbres y pasta","Pasta y fideos",0.76,0.82
"Macarrón al huevo Hacendado",6300,"Arroz, legumbres y pasta","Pasta y fideos",1.29,1.35
"Macarrón Hacendado",6250,"Arroz, legumbres y pasta","Pasta y fideos",1.24,1.35
"Macarrón rayado Hacendado",6278,"Arroz, legumbres y pasta","Pasta y fideos",0.76,0.82
"Pasta penne Armando",6361,"Arroz, legumbres y pasta","Pasta y fideos",1.24,1.24
"Pasta Fusilli 100% lentejas rojas Felicia",6106,"Arroz, legumbres y pasta","Pasta y fideos",1.65,1.58
"Pasta trottole vegetales Hacendado",6371,"Arroz, legumbres y pasta","Pasta y fideos",0.95,1.3
"Pasta fusilli Armando",6357,"Arroz, legumbres y pasta","Pasta y fideos",1.24,1.24
"Pasta tiburón Hacendado",6244,"Arroz, legumbres y pasta","Pasta y fideos",0.76,0.82
"Hélices Hacendado",6238,"Arroz, legumbres y pasta","Pasta y fideos",0.76,0.82
"Macarrón Hacendado",6326,"Arroz, legumbres y pasta","Pasta y fideos",0.76,0.82
"Pasta mariscos Hacendado",6276,"Arroz, legumbres y pasta","Pasta y fideos",0.76,0.82
"Tallarines Hacendado",6246,"Arroz, legumbres y pasta","Pasta y fideos",0.76,0.82
