category,subcategory,description,price_eu,compare,brand
Agua y refrescos,Isotónico y energético,Bebida energética Mango Loco Monster Lata 500 ml,1.89," 3,78 €/L",
Agua y refrescos,Isotónico y energético,Bebida energética Furious Energy drink Lata 500 ml,1.07," 2,14 €/L",
Agua y refrescos,Isotónico y energético,Bebida energética Tropic Energy drink Lata 500 ml,1.07," 2,14 €/L",
Agua y refrescos,Isotónico y energético,Malta Maltín Polar 6 botellines x 250 ml,7.0," 4,667 €/L",
Agua y refrescos,Isotónico y energético,Malta Maltín Polar Botellin 250 ml,1.17," 4,68 €/L",
Agua y refrescos,Isotónico y energético,Bebida energética zero Watermelon Energy drink Lata 500 ml,1.0," 2,00 €/L",
Agua y refrescos,Refresco de cola,Refresco Coca-Cola 2 botellas x 2 L,4.64," 1,16 €/L",Coca-Cola
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Botella 2 L,2.36," 1,18 €/L",Coca-Cola
Agua y refrescos,Refresco de cola,"Refresco Coca-Cola Botella 1,25 L",1.72," 1,184 €/L",Coca-Cola
Agua y refrescos,Refresco de cola,Refresco Coca-Cola 4 botellas x 500 ml,5.4," 2,70 €/L",Coca-Cola
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Botella 500 ml,1.55," 3,10 €/L",Coca-Cola
Agua y refrescos,Refresco de cola,Refresco Coca-Cola 12 latas x 330 ml,11.16," 2,637 €/L",Coca-Cola
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Lata 330 ml,0.95," 2,879 €/L",Coca-Cola
Agua y refrescos,Refresco de cola,Refresco cola Hacendado Botella 2 L,1.1," 0,55 €/L",Hacendado
Agua y refrescos,Refresco de cola,Refresco cola Hacendado 6 latas x 330 ml,2.34," 1,182 €/L",Hacendado
Agua y refrescos,Refresco de cola,Refresco cola Hacendado Lata 330 ml,0.39," 1,182 €/L",Hacendado
Agua y refrescos,Refresco de cola,"Refresco cola Pepsi Botella 1,75 L",1.69," 0,966 €/L",
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Zero azúcar 12 latas x 330 ml,10.44," 2,637 €/L",Coca-Cola
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Zero azúcar Lata 330 ml,0.89," 2,697 €/L",Coca-Cola
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Zero azúcar 2 botellas x 2 L,3.9," 0,975 €/L",Coca-Cola
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Zero azúcar Botella 2 L,1.99," 0,995 €/L",Coca-Cola
Agua y refrescos,Refresco de cola,"Refresco Coca-Cola Zero azúcar Botella 1,25 L",1.49," 1,00 €/L",Coca-Cola
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Zero azúcar 4 botellas x 500 ml,5.0," 2,50 €/L",Coca-Cola
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Zero azúcar Botella 500 ml,1.45," 2,90 €/L",Coca-Cola
Agua y refrescos,Refresco de cola,Refresco Coca-Cola light 9 latas x 330 ml,7.83," 2,637 €/L",Coca-Cola
Agua y refrescos,Refresco de cola,Refresco Coca-Cola light Lata 330 ml,0.89," 2,697 €/L",Coca-Cola
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Zero Zero 12 latas x 330 ml,10.44," 2,637 €/L",Coca-Cola
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Zero Zero Lata 330 ml,0.89," 2,697 €/L",Coca-Cola
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Zero Zero 2 botellas x 2 L,3.9," 0,975 €/L",Coca-Cola
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Zero Zero Botella 2 L,1.99," 0,995 €/L",Coca-Cola
Agua y refrescos,Refresco de cola,Refresco cola Hacendado Zero azúcar Botella 2 L,0.7," 0,35 €/L",Hacendado
Agua y refrescos,Refresco de cola,Refresco cola Hacendado Zero azúcar 6 latas x 330 ml,1.92," 0,97 €/L",Hacendado
Agua y refrescos,Refresco de cola,Refresco cola Hacendado Zero azúcar Lata 330 ml,0.32," 0,97 €/L",Hacendado
Agua y refrescos,Refresco de cola,Refresco cola Hacendado Zero azúcar Zero cafeína Botella 2 L,0.7," 0,35 €/L",Hacendado
Agua y refrescos,Refresco de cola,Refresco cola Hacendado Zero azúcar Zero cafeína 6 latas x 330 ml,1.92," 0,97 €/L",Hacendado
Agua y refrescos,Refresco de cola,Refresco cola Hacendado Zero azúcar Zero cafeína Lata 330 ml,0.32," 0,97 €/L",Hacendado
Agua y refrescos,Refresco de cola,"Refresco cola Pepsi Zero azúcar Botella 1,75 L",1.69," 0,966 €/L",
Agua y refrescos,Refresco de naranja y de limón,Refresco Fanta limón Botella 2 L,1.79," 0,895 €/L",
Agua y refrescos,Refresco de naranja y de limón,Refresco Fanta limón 9 latas x 330 ml,6.57," 1,94 €/L",
Agua y refrescos,Refresco de naranja y de limón,Refresco Fanta limón Lata 330 ml,0.75," 2,00 €/L",
Agua y refrescos,Refresco de naranja y de limón,Refresco Fanta limón zero azúcares añadidos Lata 330 ml,0.75," 2,00 €/L",
Agua y refrescos,Refresco de naranja y de limón,Refresco de limón Hacendado fresh gas Botella 2 L,0.95," 0,475 €/L",Hacendado
Agua y refrescos,Refresco de naranja y de limón,Refresco de limón Hacendado fresh gas 6 latas x 330 ml,2.1," 1,061 €/L",Hacendado
Agua y refrescos,Refresco de naranja y de limón,Refresco de limón Hacendado fresh gas Lata 330 ml,0.35," 1,061 €/L",Hacendado
Agua y refrescos,Refresco de naranja y de limón,Refresco de limón Hacendado zero azúcar fresh gas Botella 2 L,0.95," 0,475 €/L",Hacendado
Agua y refrescos,Refresco de naranja y de limón,Refresco de limón Hacendado zero azúcar fresh gas 6 latas x 330 ml,2.1," 1,061 €/L",Hacendado
Agua y refrescos,Refresco de naranja y de limón,Refresco de limón Hacendado zero azúcar fresh gas Lata 330 ml,0.35," 1,061 €/L",Hacendado
Agua y refrescos,Refresco de naranja y de limón,Refresco limón Schweppes original 8 latas x 330 ml,7.52," 1,94 €/L",
Agua y refrescos,Refresco de naranja y de limón,Refresco limón Schweppes original Lata 330 ml,0.95," 2,879 €/L",
Agua y refrescos,Refresco de naranja y de limón,Refresco lima limón Sprite Botella 2 L,1.59," 0,625 €/L",
Agua y refrescos,Refresco de naranja y de limón,Refresco lima limón Sprite 8 latas x 330 ml,4.56," 1,728 €/L",
Agua y refrescos,Refresco de naranja y de limón,Refresco lima limón Sprite Lata 330 ml,0.59," 1,788 €/L",
Agua y refrescos,Refresco de naranja y de limón,Refresco lima limón 7 Up zero azúcar Botella 2 L,1.59," 0,795 €/L",
Agua y refrescos,Refresco de naranja y de limón,Refresco lima limón 7 Up zero azúcar 9 latas x 330 ml,4.95," 1,667 €/L",
Agua y refrescos,Refresco de naranja y de limón,Refresco lima limón 7 Up zero azúcar Lata 330 ml,0.59," 1,788 €/L",
Agua y refrescos,Refresco de naranja y de limón,Refresco lima limón Hacendado fresh gas Botella 2 L,0.95," 0,475 €/L",Hacendado
Agua y refrescos,Refresco de naranja y de limón,Refresco lima limón Hacendado fresh gas 6 latas x 330 ml,2.1," 1,061 €/L",Hacendado
Agua y refrescos,Refresco de naranja y de limón,Refresco lima limón Hacendado fresh gas Lata 330 ml,0.35," 1,061 €/L",Hacendado
Agua y refrescos,Refresco de naranja y de limón,Refresco lima limón Hacendado zero azúcar fresh gas Botella 2 L,0.95," 0,475 €/L",Hacendado
Agua y refrescos,Refresco de naranja y de limón,Refresco Fanta naranja 2 botellas x 2 L,3.5," 0,875 €/L",
Agua y refrescos,Refresco de naranja y de limón,Refresco Fanta naranja Botella 2 L,1.79," 0,895 €/L",
Agua y refrescos,Refresco de naranja y de limón,Refresco Fanta naranja 9 latas x 330 ml,6.57," 1,94 €/L",
Agua y refrescos,Refresco de naranja y de limón,Refresco Fanta naranja Lata 330 ml,0.75," 2,00 €/L",
Agua y refrescos,Refresco de naranja y de limón,Refresco Fanta naranja zero azúcares añadidos Botella 2 L,1.79," 0,895 €/L",
Agua y refrescos,Refresco de naranja y de limón,Refresco Fanta naranja zero azúcares añadidos Lata 330 ml,0.75," 2,00 €/L",
Agua y refrescos,Refresco de naranja y de limón,Refresco de naranja Hacendado fresh gas Botella 2 L,0.95," 0,475 €/L",Hacendado
Agua y refrescos,Refresco de naranja y de limón,Refresco de naranja Hacendado fresh gas 6 latas x 330 ml,2.1," 1,061 €/L",Hacendado
Agua y refrescos,Refresco de naranja y de limón,Refresco de naranja Hacendado fresh gas Lata 330 ml,0.35," 1,061 €/L",Hacendado
Agua y refrescos,Refresco de naranja y de limón,Refresco de naranja Hacendado zero fresh gas Botella 2 L,0.95," 0,475 €/L",Hacendado
Agua y refrescos,Refresco de naranja y de limón,Refresco de naranja Hacendado zero fresh gas 6 latas x 330 ml,2.1," 1,061 €/L",Hacendado
Agua y refrescos,Refresco de naranja y de limón,Refresco de naranja Hacendado zero fresh gas Lata 330 ml,0.35," 1,061 €/L",Hacendado
Agua y refrescos,Tónica y bitter,Tónica original Schweppes 8 latas x 330 ml,7.52," 2,849 €/L",
Agua y refrescos,Tónica y bitter,Tónica original Schweppes Lata 330 ml,0.95," 2,879 €/L",
Agua y refrescos,Tónica y bitter,Tónica original Schweppes Botella 1 L,1.9," 1,90 €/L",
Agua y refrescos,Tónica y bitter,Tónica original Schweppes 6 botellines x 200 ml,6.3," 5,25 €/L",
Agua y refrescos,Tónica y bitter,Tónica original Schweppes Botellin 200 ml,1.06," 5,30 €/L",
Agua y refrescos,Tónica y bitter,Tónica Hacendado 6 latas x 330 ml,2.28," 1,152 €/L",Hacendado
Agua y refrescos,Tónica y bitter,Tónica Hacendado Lata 330 ml,0.38," 1,152 €/L",Hacendado
Agua y refrescos,Tónica y bitter,Tónica zero calorías Schweppes 8 latas x 330 ml,7.52," 2,849 €/L",
Agua y refrescos,Tónica y bitter,Tónica zero calorías Schweppes Lata 330 ml,0.95," 2,879 €/L",
Agua y refrescos,Tónica y bitter,Tónica Nordic Mist 8 latas x 250 ml,4.72," 2,36 €/L",
Agua y refrescos,Tónica y bitter,Tónica Nordic Mist Lata 250 ml,0.69," 2,76 €/L",
Agua y refrescos,Tónica y bitter,Tónica pink zero Schweppes 8 latas x 330 ml,7.52," 2,849 €/L",
Agua y refrescos,Tónica y bitter,Tónica pink zero Schweppes Lata 330 ml,0.95," 2,879 €/L",
Agua y refrescos,Tónica y bitter,Bitter Kas sin alcohol Lata 330 ml,0.99," 3,00 €/L",
Agua y refrescos,Refresco de té y sin gas,Refresco té al limón Nestea 8 latas x 330 ml,7.68," 2,91 €/L",
Agua y refrescos,Refresco de té y sin gas,Refresco té al limón Nestea Lata 330 ml,0.99," 3,00 €/L",
Agua y refrescos,Refresco de té y sin gas,"Refresco té al limón Nestea Botella 1,5 L",1.99," 1,327 €/L",
Agua y refrescos,Refresco de té y sin gas,"Refresco té verde Hacendado Botella 1,5 L",0.95," 0,634 €/L",Hacendado
Agua y refrescos,Refresco de té y sin gas,"Refresco té sabor limón Hacendado Botella 1,5 L",0.95," 0,634 €/L",Hacendado
Agua y refrescos,Refresco de té y sin gas,"Refresco té sabor melocotón Hacendado zero Botella 1,5 L",0.95," 0,634 €/L",Hacendado
Agua y refrescos,Refresco de té y sin gas,"Refresco té sabor melocotón Hacendado Botella 1,5 L",0.95," 0,634 €/L",Hacendado
Agua y refrescos,Refresco de té y sin gas,Refresco té sabor limón Hacendado para diluir Caja 12 sobres 36 g,1.5," 4,167 €/100 g",Hacendado
Agua y refrescos,Refresco de té y sin gas,Refresco té sabor melocotón Hacendado para diluir Caja 12 sobres 36 g,1.5," 4,167 €/100 g",Hacendado
Agua y refrescos,Refresco de té y sin gas,"Refresco té sabor mango Hacendado zero Botella 1,5 L",0.95," 0,634 €/L",Hacendado
Agua y refrescos,Refresco de té y sin gas,Refresco té sabor limón Hacendado 6 latas x 330 ml,3.0," 1,516 €/L",Hacendado
Agua y refrescos,Refresco de té y sin gas,Refresco té sabor limón Hacendado Lata 330 ml,0.5," 1,516 €/L",Hacendado
Agua y refrescos,Refresco de té y sin gas,"Refresco té sabor limón Hacendado zero Botella 1,5 L",0.95," 0,634 €/L",Hacendado
Agua y refrescos,Refresco de té y sin gas,Limonada Don Simón light sin gas Botella 2 L,1.5," 0,75 €/L",
Agua y refrescos,Refresco de té y sin gas,"Refresco de naranja Simon Life sin gas Botella 1,5 L",1.85," 1,067 €/L",
Agua y refrescos,Refresco de té y sin gas,Refresco de naranja Gold Spring sin gas Botella 2 L,1.4," 0,70 €/L",
Agua y refrescos,Refresco de té y sin gas,Refresco de naranja Gold Spring sin gas 4 botellas x 330 ml,1.5," 1,137 €/L",
Agua y refrescos,Refresco de té y sin gas,Refresco fusión de frutas Gold Spring cero sin gas Botella 2 L,1.4," 0,70 €/L",
Agua y refrescos,Refresco de té y sin gas,"Refresco de naranja Trina sin gas Botella 1,5 L",1.69," 1,127 €/L",
Agua y refrescos,Refresco de té y sin gas,"Bebida Florida Sunny Delight Botella 1,25 L",1.95," 1,32 €/L",
Agua y refrescos,Refresco de té y sin gas,"Refresco de manzana sin gas Botella 1,5 L",1.0," 0,667 €/L",
Agua y refrescos,Refresco de té y sin gas,Refresco piña-coco Gold Spring cero sin gas Botella 2 L,1.4," 0,70 €/L",
Agua y refrescos,Refresco de té y sin gas,Agua de coco Chaokoh 100% natural Brick 1 L,2.6," 2,60 €/L",
Agua y refrescos,Refresco de té y sin gas,Refresco sandía Gold Spring cero sin gas Botella 2 L,1.4," 0,70 €/L",
Agua y refrescos,Refresco de té y sin gas,Refresco Caribe Gold Spring cero sin gas Botella 2 L,1.4," 0,70 €/L",
Agua y refrescos,Refresco de té y sin gas,Limonada Hacendado light sin gas 4 botellas x 330 ml,1.5," 1,137 €/L",Hacendado
Aperitivos,Aceitunas y encurtidos,Aceitunas manzanilla rellenas de anchoa Hacendado 3 botes x 150 g,3.12," 6,934 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Aceitunas manzanilla rellenas de anchoa Hacendado 3 botes x 50 g,1.6," 10,667 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Aceitunas manzanilla rellenas de anchoa Hacendado Bote 350 g 150 g escurrido,1.04," 6,934 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Aceitunas manzanilla Hacendado sin hueso Tarro 835 g 400 g escurrido,2.6," 6,50 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Aceitunas rellenas de anchoa Hacendado reducido en sal Bote 350 g 150 g escurrido,1.4," 9,334 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Aceitunas manzanilla rellenas de anchoa Hacendado reducidas en sal 3 botes x 50 g,1.8," 12,00 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Aceitunas chupadedos Huerta de Barros partidas aliñadas con hueso Tarro 980 g 600 g escurrido,3.3," 5,50 €/kg",
Aperitivos,Aceitunas y encurtidos,Aceitunas gazpacha Hacendado con hueso Tarro 835 g 500 g escurrido,2.5," 5,00 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Aceitunas rellenas de anchoa Hacendado Bote 350 g 150 g escurrido,1.65," 11,00 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,"Aceitunas rellenas de anchoa Hacendado Bote 1,46 kg 600 g escurrido",3.95," 6,584 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Aceitunas manzanilla Hacendado sin hueso 3 paquetes x 75 g,1.65," 7,334 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Aceitunas estilo caseras Hacendado aliñadas Tarro 935 g 550 g escurrido,2.9," 5,273 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Aceitunas manzanilla Hacendado con hueso Tarro 835 g 500 g escurrido,2.6," 5,20 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Aceitunas manzanilla aliñadas Hacendado sin hueso Tarro 420 g 200 g escurrido,1.85," 9,25 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Aceitunas chupadedos Huerta de Barros partidas aliñadas con hueso Tarro 350 g 185 g escurrido,1.7," 9,19 €/kg",
Aperitivos,Aceitunas y encurtidos,Aceitunas rellenas de jalapeño Hacendado Bote 350 g 150 g escurrido,1.65," 11,00 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,"Aceitunas aloreña Roldán partida con hueso Bote 1,33 kg 830 g escurrido",4.2," 5,061 €/kg",
Aperitivos,Aceitunas y encurtidos,Aceitunas rellenas de pimiento asado Hacendado Bote 350 g 150 g escurrido,1.65," 11,00 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Aceitunas manzanilla sabor anchoa Hacendado con hueso Tarro 935 g 530 g escurrido,3.2," 6,038 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Aceitunas manzanilla sabor anchoa Hacendado con hueso Tarro 430 g 250 g escurrido,1.5," 6,00 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Aceitunas Olives Garcia partida con hueso Bote 815 g 450 g escurrido,3.95," 8,667 €/kg",
Aperitivos,Aceitunas y encurtidos,Aceitunas arbequina Hacendado con hueso Tarro 370 g 210 g escurrido,1.75," 8,334 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Aceitunas verdes rellenas de boquerón Hacendado en vinagre Bote 350 g 150 g escurrido,1.75," 11,667 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Aceitunas picadedos Hacendado aliñadas sin hueso Tarro 710 g 350 g escurrido,3.25," 9,286 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Aceitunas negras Hacendado sin hueso Bote 350 g 150 g escurrido,1.2," 7,334 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Aceitunas negras naturales de Aragón Campo Nature Tarro 200 g,2.5," 12,50 €/kg",
Aperitivos,Aceitunas y encurtidos,Aceitunas negras Hacendado con hueso Bote 350 g 185 g escurrido,1.15," 6,217 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Aceitunas arrugadas negras de Aragón Campo Nature Tarro 210 g,2.8," 13,334 €/kg",
Aperitivos,Aceitunas y encurtidos,Aceitunas negras Hacendado a rodajas 3 botes x 50 g,2.2," 14,334 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Banderillas picantes Hacendado Tarro 345 g 160 g escurrido,1.55," 9,688 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Banderillas dulces Hacendado en vinagre Tarro 345 g 160 g escurrido,1.55," 9,688 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Mix de encurtidos Hacendado Tarro 670 g 370 g escurrido,2.35," 6,352 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Pepinillos medianos Convite Tarro 420 g 230 g escurrido,1.3," 5,653 €/kg",
Aperitivos,Aceitunas y encurtidos,Altramuces Hacendado Tarro 690 g 440 g escurrido,1.75," 3,978 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Alcaparras Hacendado en vinagre Tarro 135 g 80 g escurrido,1.3," 16,25 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Pepinillos en vinagre Hacendado Tarro 670 g 370 g escurrido,2.1," 5,541 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Picadillo de variantes Hacendado Tarro 420 g 250 g escurrido,1.8," 7,20 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Pepinillos laminados agridulces Hacendado Tarro 530 g 290 g escurrido,1.8," 6,207 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Cebollitas Hacendado Tarro 350 g 190 g escurrido,1.5," 7,895 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Guindillas picantes Hacendado Tarro 285 g 125 g escurrido,1.3," 10,40 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Ajos aliñados Hacendado Tarro 345 g 235 g escurrido,2.4," 10,213 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Berenjenas de Almagro Antonio aliño suave Bote 800 g 350 g escurrido,2.89," 8,258 €/kg",
Aperitivos,Aceitunas y encurtidos,Jalapeños picantes Hacendado en vinagre Tarro 135 g 60 g escurrido,1.65," 27,50 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Piparra Hacendado Tarro 285 g 125 g escurrido,2.5," 20,00 €/kg",Hacendado
Aperitivos,Aceitunas y encurtidos,Pepinillos agridulces Hacendado Tarro 670 g 360 g escurrido,1.45," 3,889 €/kg",Hacendado
