product,unidades,product_code
Almendra frita y salada Hacendado pelada,Paquete 200 g,34009.0
Cacahuete tostado Hacendado 0% sal añadida,Paquete 400 g,34031.0
Almendra tostada Hacendado 0% sal añadida con piel,Paquete 200 g,34014.0
Maíz palomitas Hacendado,Paquete 250 g,34804.0
Maíz frito gigante Hacendado,Paquete 150 g,13597.0
Nuez macadamia Hacendado tostada con sal,Paquete 100 g,34838.0
Mezcla semillas Hacendado,Paquete 200 g,86811.0
Pipas calabaza natural Hacendado peladas,Paquete 150 g,34188.0
Castañas cocidas y peladas Hacendado,Paquete 100 g,34194.0
Cacahuete frito con miel Hacendado,Paquete 200 g,34143.0
Cacahuete tostado con sal Hacendado,Paquete 400 g,34016.0
Semillas chía Hacendado,Paquete 150 g,34961.0
Pipas de girasol fritas Hacendado peladas,Paquete 200 g,34145.0
Pipas girasol tijuana Grefusa,Paquete 200 g,34893.0
Palomitas de maíz sabor mantequilla Hacendado para microondas,Paquete 3 ud. (270 g),34212.0
Almendra natural Hacendado sin piel,Paquete 200 g,23575.0
Avellana natural Hacendado,Paquete 200 g,34164.0
Semillas sésamo tostado Hacendado,Paquete 150 g,34964.0
Pipas girasol barbacoa Hacendado,Paquete 200 g,34043.0
Pipas girasol naturales Hacendado peladas,Paquete 200 g,34193.0
Semillas lino dorado Hacendado,Paquete 150 g,34962.0
Nuez natural Hacendado,Paquete 600 g,34606.0
Pipas calabaza tostadas Hacendado aguasal,Paquete 125 g,34095.0
Pipas girasol tostadas Hacendado 0% sal añadida,Paquete 200 g,23059.0
Nuez de Brasil natural Hacendado,Paquete 200 g,34236.0
Pistacho natural Hacendado pelado,Paquete 100 g,34262.0
Nuez Pecana natural Hacendado pelada,Paquete 200 g,34997.0
Palomitas de maíz dulces Hacendado para microondas,Paquete 3 ud. (315 g),34817.0
Cacahuete tostado Hacendado pelado 0% sal añadida,Paquete 200 g,13451.0
Cacahuete +Proteínas en polvo desgrasado Hacendado 14 g proteínas 70% reducido en grasa,Paquete 200 g,13738.0
"Cocktail mezcla Hacendado compuesto por maíz, cacahuetes, garbanzos, bolita de snack y pasas sultanas",Paquete 300 g,34231.0
"Combinado frutos secos, frutas desecadas y semillas de calabaza Hacendado ideal para ensaladas y pastas",Bote 150 g,12012.0
Cocktail crunchy sabores Hacendado,Paquete 200 g,34047.0
Cocktail rodeo Hacendado,Paquete 250 g,34217.0
Cocktail natural Hacendado,Paquete 200 g,86809.0
Cocktail tostado 0% sal añadida Hacendado,Paquete 200 g,60015.0
"Cocktail tostado y ahumado Hacendado compuesto por cacahuete, anacardo y almendra",Paquete 200 g,60009.0
Cocktail fruta deshidratada Hacendado,Paquete 200 g,34924.0
Cocktail picante Hacendado,Paquete 200 g,34234.0
"Cocktail rumba Hacendado compuesto por cacahuetes, maíz frito, pipas de girasol, pipas de calabaza",Paquete 300 g,80450.0
"Cocktail natural y tostado Hacendado compuesto por leguminosas, frutos de cáscara tostados y fruta desecada",Paquete 150 g,50031.0
Pasas sultanas sin semillas Hacendado,Paquete 250 g,23010.0
Pasas moscatel sin semillas Hacendado,Paquete 250 g,23003.0
Mango deshidratado Hacendado sin azúcar añadido,Paquete 60 g,34209.0
Manzana deshidratada Hacendado 100% natural,Paquete 20 g,22835.0
Dátiles desecados sin hueso Hacendado,Paquete 350 g,16846.0
Arándanos deshidratados Hacendado,Paquete 200 g,34605.0
Piña deshidratada Hacendado 100% natural,Paquete 50 g,33440.0
Orejones albaricoque Hacendado,Paquete 200 g,13877.0
Dátiles en rama Casa Pons,Bandeja 200 g,34937.0
Higos tiernos deshidratados Noberasco,Paquete 200 g,34235.0
Dátiles Medjoul con hueso Hacendado,Bandeja 215 g,22974.0
Dátiles desecados con hueso Hacendado,Paquete 500 g,60721.0
Patatas fritas extra crujientes Hacendado,Paquete 180 g,33307.0
Patatas fritas clásicas Hacendado,2 paquetes x 150 g ,22245.0
Patatas fritas receta churrería Hacendado,Paquete 150 g,33444.0
Patatas fritas Lisas Hacendado,Paquete 150 g,33365.0
Patatas fritas onduladas Hacendado sabor jamón serrano,Paquete 170 g,33335.0
Patatas fritas corte ondulado Hacendado,Paquete 180 g,33363.0
Patatas light Hacendado,Paquete 150 g,15810.0
Patatas fritas sabor limón y pimienta Hacendado,Paquete 130 g,33347.0
Pringles original,Bote 165 g,33555.0
Patatas fritas sabor campestre Hacendado,Paquete 130 g,13845.0
Pringles sabor crema agria y cebolla,Bote 165 g,33556.0
Patatas fritas sabor sal y vinagre Hacendado,Paquete 130 g,13548.0
Patatas fritas sabor chili y lima Hacendado,Paquete 130 g,33367.0
Patatas fritas sabor huevo frito Hacendado,Paquete 130 g,33613.0
Patatinas extra crujientes Hacendado,Paquete 120 g,33328.0
Patatas fritas 0% sal añadida Hacendado,Paquete 130 g,33325.0
Patatas fritas sabor pollo y limón Hacendado,Paquete 130 g,33368.0
Patatas fritas al punto de sal Lay's,Paquete 195 g,46580.0
Patatas fritas onduladas Munchos sabor queso,Paquete 130 g,86205.0
Patatas fritas onduladas Ruffles sabor jamón,Paquete 190 g,46573.0
Nachos Hacendado,Paquete 150 g,33640.0
Pandilla sabor queso Cheetos,Paquete 75 g,33529.0
Tiras de maíz frito sabor barbacoa Hacendado,Paquete 150 g,33639.0
Triángulos de maíz Tex-Mex Doritos,Paquete 167 g,13503.0
Pelotazos sabor queso Cheetos Lay´s,Paquete 130 g,33543.0
Nachos tex-mex Hacendado sabor queso,Paquete 150 g,33641.0
Garfitos de maíz sabor queso Hacendado,Paquete 80 g,13889.0
Cuquitos sabor queso Hacendado,Paquete 100 g,33642.0
Conos sabor bacon y queso Hacendado,Paquete 100 g,15778.0
Galletitas saladas Hacendado,Bote 350 g,14216.0
Cuquis Hacendado,Paquete 80 g,33581.0
Combinado de aperitivos Hacendado,Paquete 200 g,33488.0
Bombitas de maíz sabor mantequilla Hacendado,Paquete 80 g,16860.0
Snacks de lenteja sabor queso y especias Snatt's,Paquete 90 g,33636.0
Snack de maíz sabor barbacoa Estrella,Paquete 140 g,33637.0
Torreznos sabor barbacoa Hacendado,Paquete 100 g,33436.0
Trigo snack sabor ahumado Hacendado,Paquete 80 g,33633.0
Patatas fritas paja Hacendado,Paquete 200 g,33624.0
Torreznos Hacendado,Paquete 120 g,33416.0
Surtido de snacks Picoteo de maiz y patata Tosfrit party mix,Paquete 90 g,22991.0
Triángulos de patata Estrella sabor jamón,Paquete 78 g,22434.0
Piña deshidratada Hacendado 100% natural,Paquete 50 g,33440.0
Varitas sabor ketchup Hacendado,Paquete 75 g,33672.0
Snack de maíz Bits Doritos sabor barbacoa,Paquete 80 g,67774.0
Cocktail galletitas de aperitivo Hacendado,Bote 300 g,14926.0
Sticks de patata Hacendado,Paquete 75 g,22568.0
Cortezas,Paquete 75 g,33407.0
Snack multicereal Hacendado,Paquete 100 g,22294.0
Súper cuquis La Llanura,10 paquetes x 6 g ,33409.0
Manzana deshidratada Hacendado 100% natural,Paquete 20 g,22835.0
Aros de maíz Hacendado,Paquete 120 g,15757.0
Palomitas caramelo Hacendado,Paquete 120 g,34811.0
Snack de maíz sabor mantequilla Snakis,Paquete 100 g,50360.0
Snack de gamba Hacendado,Paquete 60 g,33442.0
Chicharrones Mont-Palau con un punto de sal y pimienta,Paquete 125 g,53144.0
Crunchy picante Munchos,Paquete 100 g,80476.0
Arroz redondo Hacendado,Paquete 1 kg,5044.0
Arroz largo Hacendado,Paquete 1 kg,5063.0
Arroz cocido basmati Sabroz Brillante,2 vasitos x 125 g ,22280.0
Arroz cocido integral Sabroz Brillante,2 vasitos x 125 g ,22281.0
Arroz bomba Hacendado,Paquete 1 kg,5025.0
Quinoa cocida blanca y roja Sabroz Brillante,2 vasitos x 125 g ,22278.0
Arroz cocido redondo Sabroz Brillante,2 vasitos x 125 g ,22279.0
Arroz redondo J Sendra Hacendado,Paquete 1 kg,5042.0
Arroz basmati aromático Hacendado,Paquete 1 kg,5002.0
Arroz integral redondo Hacendado,Paquete 1 kg,5014.0
Cous cous mediano Bia,Caja 1 kg,9395.0
Arroz vaporizado Hacendado,Paquete 1 kg,5020.0
Quinoa Hacendado,Paquete 500 g,9430.0
Noodles de arroz Acecook,Paquete 200 g,8713.0
Arroz redondo Sabroz Brillante,Paquete 1 kg,5005.0
Arroz Nomen,Paquete 1 kg,5050.0
Garbanzo cocido Hacendado,Tarro 570 g (400 g escurrido),26029.0
Garbanzo cocido Hacendado,Tarro 295 g (210 g escurrido),26039.0
Garbanzo cocido pedrosillano Hacendado categoría extra,Tarro 570 g (400 g escurrido),26033.0
Garbanzo Hacendado categoría extra,Paquete 1 kg,5214.0
Garbanzo pedrosillano Hacendado categoría extra,Paquete 1 kg,5219.0
Garbanzo lechoso andaluz Hacendado,Paquete 1 kg,5220.0
Alubia cocida blanca Hacendado,Tarro 570 g (400 g escurrido),26019.0
Alubia cocida blanca Hacendado,Tarro 295 g (210 g escurrido),26028.0
Alubia cocida roja Hacendado,Tarro 570 g (400 g escurrido),26000.0
Alubia cocida pinta Hacendado,Tarro 570 g (400 g escurrido),26001.0
Alubia blanca Hacendado categoría extra,Paquete 1 kg,5124.0
Alubia cocida Ganxet Hacendado,Tarro 295 g (210 g escurrido),26023.0
Alubia negra Hacendado categoría extra,Paquete 1 kg,67608.0
Alubia roja Hacendado categoría extra,Paquete 1 kg,67609.0
Alubia cocida granja Hacendado,Tarro 570 g (350 g escurrido),26002.0
Alubia pinta Hacendado categoría extra,Paquete 1 kg,5128.0
Lenteja pardina Hacendado categoría extra,Paquete 1 kg,5330.0
Lenteja cocida pardina Hacendado,Tarro 570 g (400 g escurrido),26030.0
Lenteja cocida pardina Hacendado,Tarro 295 g (210 g escurrido),26011.0
Soja texturizada grano fino Hacendado,Paquete 250 g,7329.0
Lenteja Hacendado categoría extra,Paquete 1 kg,5325.0
Fideo cabello de ángel Hacendado,Paquete 500 g,13577.0
Fideuá Hacendado,Paquete 500 g,6253.0
Fideo grueso Hacendado,Paquete 500 g,6261.0
Pasta estrellas Hacendado para sopa,Paquete 500 g,6363.0
Pasta maravilla Hacendado para sopa,Paquete 500 g,6258.0
Pasta piñones Hacendado para sopa,Paquete 500 g,6282.0
Fideo mediano Hacendado,Paquete 500 g,6256.0
Fideo al huevo Hacendado,Paquete 500 g,6341.0
Pasta infantil con vegetales Hacendado para sopa,Paquete 500 g,6333.0
Fideo integral Hacendado,Paquete 500 g,6511.0
Tapioca Tipiak,Caja 225 g,9490.0
Fideo sin gluten con quinoa Felicia,Paquete 500 g,6104.0
Pajaritas vegetales Hacendado,Paquete 500 g,6305.0
Penne integral Hacendado,Paquete 500 g,6594.0
Tortiglioni Armando,Paquete 500 g,6358.0
Hélices con vegetales Hacendado,Paquete 1 kg,6344.0
Macarrón fino Hacendado,Paquete 500 g,6260.0
Macarrón al huevo Hacendado,Paquete 500 g,6300.0
Macarrón Hacendado,Paquete 1 kg,6250.0
Macarrón rayado Hacendado,Paquete 500 g,6278.0
Penne Armando,Paquete 500 g,6361.0
Fusilli 100% lentejas rojas Felicia,Paquete 250 g,6106.0
Trottole vegetales Hacendado,Paquete 500 g,6371.0
Pasta galets Hacendado,Paquete 500 g,6343.0
Fusilli Armando,Paquete 500 g,6357.0
Pasta tiburón Hacendado,Paquete 500 g,6244.0
Penne sin gluten Felicia,Paquete 500 g,6102.0
Hélices Hacendado,Paquete 500 g,6238.0
Macarrón Hacendado,Paquete 500 g,6326.0
Fusilli sin gluten vegetales Felicia,Paquete 500 g,6103.0
Pasta mariscos Hacendado,Paquete 500 g,6276.0
Tallarín Hacendado,Paquete 500 g,6246.0
Spaghetti integral Hacendado,Paquete 500 g,6595.0
Spaghetti fino Hacendado,Paquete 500 g,6277.0
Nidos al huevo tagliatelle Hacendado,Paquete 500 g,6321.0
Spaghetti al huevo Hacendado,Paquete 500 g,6302.0
Nidos vegetales Hacendado,Paquete 500 g,6322.0
Spaghetti Hacendado,Paquete 1 kg,6245.0
Spaghetti Hacendado,Paquete 500 g,6331.0
Spaghetti sin gluten con quinoa Felicia,Paquete 500 g,6105.0
Spaghetti Armando,Caja 500 g,6366.0
Tagliatelle frescos al huevo Hacendado,Paquete 250 g,6153.0
Tortellini con carne Pagani,Paquete 250 g,6565.0
Tortellini fresco carne Hacendado,Bandeja 250 g,6142.0
Ravioli fresco ricotta y espinacas Hacendado,Bandeja 250 g,6143.0
Tortellini con tres quesos Pagani,Paquete 250 g,6566.0
Gnocchi frescos Hacendado de patata,Paquete 500 g,6175.0
Medialunas frescas setas con boletus Hacendado,Bandeja 250 g,6141.0
Girasoles frescos con quesos Hacendado,Bandeja 250 g,6145.0
Tortellini con ricotta y espinacas Pagani,Paquete 250 g,6567.0
Medialunas frescas parmigiano reggiano y trufa Bel Canto,Bandeja 250 g,6149.0
"Redondos frescos berenjena, tomate y mozzarella Bel Canto",Bandeja 250 g,6139.0
Medialunas frescas calabaza y crema de quesos Hacendado,Bandeja 250 g,6152.0
Tortellini fresco jamón y queso Hacendado,Paquete 250 g,86841.0
Tortellini fresco sin gluten carne Hacendado,Paquete 250 g,13495.0
Gnocchi frescos de quesos Hacendado y patata,Paquete 400 g,86840.0
Placas para lasaña precocidas El Pavo,Caja 18 placas (200 g),6856.0
Placas para canelones tradicionales Hacendado,Caja 20 placas (160 g),6495.0
Fideos orientales Yakisoba classic Gallina Blanca,Vaso 93 g,8648.0
Fideos orientales Yatekomo sabor pollo Gallina Blanca,3 vasos x 60 g ,8645.0
Fideos orientales Yatekomo sabor pollo Gallina Blanca,Vaso 60 g,8618.0
Fideos orientales Yakisoba sabor pollo Gallina Blanca,Vaso 93 g,8647.0
Fideos orientales Yakisoba sabor curry Hacendado,Vaso 80 g,8729.0
Pasta oriental sabor pollo Maggi,Paquete 71 g,86514.0
Fideos orientales Yakisoba sabor soja Hacendado,Vaso 80 g,8727.0
Fideos orientales Yakisoba sabor soja Hacendado,Paquete 90 g,8730.0
Fideos orientales sabor pollo Hacendado,Vaso 65 g,22453.0
Fideos orientales sabor picante Hacendado,Vaso 65 g,22455.0
Fideos orientales Yakisoba classic Nissin Foods,Paquete 109 g,16832.0
Azúcar blanco,Paquete 1 kg,19897.0
Azúcar blanco en sobres Acor,Caja 50 sticks (350 g),19837.0
Azúcar moreno de caña Acor,Caja 1 kg,19857.0
Azúcar moreno de caña integral en sobres Acor,Caja 50 sobres (350 g),19832.0
Panela azúcar moreno de caña integral Hacendado sin refinar,Paquete 500 g,19859.0
Azúcar glas Sidul,Bote 250 g,86466.0
Edulcorante líquido sacarina Hacendado,Bote 150 ml,70741.0
Edulcorante en pastillas sacarina Hacendado,Bote 850 pastillas (52 g),19802.0
Edulcorante en sobres sacarina Hacendado,Caja 60 sobres (60 g),19808.0
Sirope de agave,Bote 350 g,19860.0
Edulcorante líquido stevia Hacendado,Bote 150 ml,19820.0
Edulcorante granulado stevia Hacendado,Bote 200 g,19817.0
Edulcorante en pastillas stevia Hacendado,Bote 175 pastillas (9 g),19812.0
Edulcorante en sobres stevia Hacendado,Caja 54 sobres (54 g),19825.0
Edulcorante Eritritol y Sucralosa Hacendado,Bote 200 g,67637.0
Chicle menta fuerte gragea Hacendado,Paquete 32 chicles (45 g),65235.0
Chicle menta fuerte gragea Hacendado,Bote 70 chicles (100 g),65067.0
Chicle hierbabuena gragea Hacendado,Paquete 32 chicles (45 g),65161.0
Chicle hierbabuena gragea Hacendado,Bote 70 chicles (100 g),65172.0
Chicle hierbabuena lámina Hacendado,Paquete 12 chicles (31 g),65139.0
Chicle menta fresca gragea Hacendado con 100% xilitol,Bote 70 chicles (100 g),65136.0
Chicle menta suave gragea Hacendado,Paquete 32 chicles (45 g),65147.0
Chicle fresa gragea Hacendado,Paquete 32 chicles (45 g),65164.0
Chicle fresa gragea Hacendado,Bote 70 chicles (100 g),65165.0
Chicle original sabor frutas gragea Hacendado,Paquete 32 chicles (45 g),65135.0
Chicle regaliz y menta gragea Hacendado,Paquete 32 chicles (45 g),65056.0
Chicle sandía lámina Hacendado,Paquete 12 chicles (31 g),65140.0
"Chicle XXL gragea Hacendado sabor a melón, fresa, melocotón y frambuesa",Paquete 25 chicles (100 g),65213.0
Chicle jengibre gragea Hacendado,Paquete 32 chicles (45 g),65177.0
"Chicle mentol mix XXL gragea Hacendado sabor a eucalipto, limón mentolado, menta y naranja mentolada",Paquete 25 chicles (100 g),65178.0
Chicle frutos rojos lámina Hacendado,Paquete 12 chicles (31 g),65241.0
Caramelos nata Hacendado 0% azúcares,Paquete 90 g,65302.0
Caramelos café Hacendado 0% azúcares,Paquete 90 g,65123.0
Caramelos sabor eucalipto y mentol Hacendado 0% azúcares,Paquete 90 g,65138.0
"Caramelos surtidos 6 sabores Hacendado melón, limón, piña, mora, naranja y fresa",Paquete 150 g,86290.0
Caramelos eucaliptus mentol Respiral Halls,Paquete 150 g,65326.0
Caramelos cítricos mix Halls,4 paquetes x 32 g ,65298.0
Caramelos limón mentol Respiral Halls,Paquete 150 g,65328.0
Caramelos original Halls,4 paquetes x 32 g ,65299.0
"Caramelos blandos Fruits Hacendado sabor limón, naranja, cereza, fresa y piña",Paquete 300 g,65311.0
Caramelos miel sabor limón Pifarré,Paquete 125 g,65324.0
"Caramelos blandos rellenos Dolis sabor limón, naranja, cereza y fresa",Paquete 300 g,65122.0
"Caramelos con palo 4 sabores Chupa Chups limón, fresa, cola y fresa/nata",Paquete 12 ud. (144 g),13388.0
Caramelos menta minigrageas Smint,2 ud. x 8 g ,65322.0
Caramelos mantequilla y nata Werther's original,Paquete 150 g,65420.0
Caramelos regaliz mentol Respiral Halls,Paquete 150 g,65327.0
Caramelos jengibre y própolis Hacendado 0% azúcares,Paquete 90 g,65143.0
Caramelos Mix Fruits Hacendado 0% azúcares,Paquete 100 g,13390.0
Caramelos con palo Cherry Stick Hacendado con chicle sabor cereza,Paquete 7 ud. (105 g),22823.0
Caramelos Toffee Hacendado,Paquete 100 g,86112.0
Caramelos sabor eucalipto y mentol Hacendado,Paquete 150 g,86026.0
Chocolate negro 85% cacao Hacendado,Tableta 100 g,60722.0
Chocolate negro fundir Hacendado,Tableta 200 g,12531.0
Porciones de Chocolate negro 72% cacao extrafino Hacendado,Paquete 200 g,12495.0
Chocolate negro extrafino Hacendado,Tableta 150 g,12582.0
Chocolate 70% negro Valor 0% azúcares añadidos,Tableta 125 g,12141.0
Chocolate negro 72% de cacao Hacendado con pepitas de cacao caramelizadas,Tableta 100 g,22704.0
Chocolate negro 72% de cacao Hacendado,Tableta 100 g,23773.0
Chocolate negro extrafino Hacendado con almendras enteras,Tableta 200 g,12481.0
Chocolate puro Valor,Tableta 300 g,12126.0
Chocolate puro Valor con almendras enteras,Tableta 250 g,12130.0
Chocolate negro extrafino y edulcorante Hacendado 0% azúcares añadidos,Tableta 125 g,12523.0
Mini barritas chocolate negro 70% cacao Hacendado con semillas y galleta,Paquete 12 ud. (130 g),12460.0
Chocolate negro relleno de mousse Hacendado,Tableta 140 g,12553.0
Chocolate puro Valor con almendras enteras 0% azúcares añadidos,Tableta 150 g,12139.0
Chocolate negro 55% cacao Hacendado con avellanas enteras,Tableta 180 g,22848.0
Chocolatinas de chocolate negro Royal Mints 49% rellenas de crema sabor a menta,Caja 200 g,12431.0
Gotas de chocolate negro para fundir Hacendado,Paquete 250 g,12544.0
Chocolate negro 72% cacao extrafino Hacendado con almendras enteras,Tableta 200 g,12480.0
Porciones de Chocolate negro 85% cacao extrafino Hacendado,Paquete 200 g,12493.0
Chocolate negro 72% cacao Hacendado con trozos de naranja,Tableta 100 g,22703.0
Chocolate negro 85% cacao extrafino y edulcorante Hacendado 0% azúcares añadidos,Tableta 100 g,12524.0
Chocolate negro 70% cacao fundir Hacendado 0% azúcares añadidos,Tableta 200 g,12530.0
99% cacao negro Hacendado,Tableta 100 g,12586.0
Chocolate negro Fussion 72% de cacao Hacendado relleno de crema de limón,Tableta 100 g,86799.0
Chocolate negro 92% cacao Hacendado 0% azúcares añadidos con fibra de achicoria,Tableta 100 g,60293.0
Chocolate con leche classic Hacendado,Tableta 150 g,13653.0
Chocolate con leche extrafino Nestlé,Tableta 125 g,12562.0
Chocolate con leche Oreo Milka,Tableta 100 g,12099.0
Chocolate con leche Milka,Tableta 150 g,12151.0
Chocolate extrafino con leche Hacendado almendras enteras,Tableta 200 g,12037.0
Chocolate con leche Valor almendras enteras,Tableta 250 g,12107.0
Chocolate con leche Hacendado avellanas troceadas,Tableta 150 g,15633.0
Chocolate extrafino con leche Hacendado 0% azúcares añadidos,Tableta 125 g,12527.0
Chocolate con leche caramelo Milka,Tableta 100 g,12098.0
Porciones de chocolate con leche cremoso extrafino Hacendado,Paquete 200 g,60878.0
Chocolate con leche Valor almendras enteras 0% azúcares añadidos,Tableta 150 g,12140.0
Chocolate con leche Milka galleta,Tableta 300 g,12016.0
Chocolate con leche Hacendado almendras troceadas,Tableta 150 g,23837.0
Fideos de chocolate Hacendado especial repostería y postres,Paquete 100 g,32227.0
Chocolate con leche fundir Hacendado,Tableta 200 g,12533.0
Chocolate con leche extrafino cremoso Hacendado,Tableta 150 g,12518.0
"Chocolate con leche Fussion Hacendado relleno cremoso, avellanas y barquillo crujiente",Tableta 100 g,15527.0
Chocolate con leche Fussion Hacendado relleno de galleta Belga,Tableta 110 g,70756.0
Chocolate con leche Hacendado con avellanas enteras,Tableta 180 g,80465.0
Chocolate blanco Hacendado,Tableta 100 g,12476.0
Chocolate blanco fundir Hacendado,Tableta 200 g,12543.0
Chocolate blanco Fussion Hacendado galletas al cacao,Tableta 100 g,12490.0
Chocolate blanco Fussion Hacendado relleno con cremoso de coco y almendras troceadas,Tableta 100 g,22408.0
