description,units,price_eu,unit_price,date,order_num,user
Fajitas pollo y verduras,2,7.98,3.99,2023-01-04,13397754,kike
Espárrago verde troceado Hacendado ultracongelado,1,2.4,2.4,2023-01-04,13397754,kike
Acondicionador Repara & Protege Pantene,1,3.0,3.0,2023-01-04,13397754,kike
Toallitas limpiadoras desengrasantes de Cocina Bosque Verde,1,1.3,1.3,2023-01-04,13397754,kike
Café molido natural Hacendado,1,3.0,3.0,2023-01-04,13397754,kike
Café molido natural Hacendado,1,3.0,3.0,2023-01-04,13397754,kike
Aceite de oliva virgen extra Hacendado,1,2.34,2.34,2023-01-04,13397754,kike
Preparado de carne picada vacuno y cerdo,1,6.7,6.7,2023-01-04,13397754,kike
Muesli Crunchy Hacendado sin azúcares añadidos,1,1.65,1.65,2023-01-04,13397754,kike
6 Caracolas rellenas de cacao,1,1.6,1.6,2023-01-04,13397754,kike
Refresco Coca-Cola Zero Zero,1,8.64,8.64,2023-01-04,13397754,kike
Barquillos con crema de avellanas Hacendado,1,1.5,1.5,2023-01-04,13397754,kike
Tomate pera,2,0.44,0.22,2023-01-04,13397754,kike
Banana,5,1.33,0.266,2023-01-04,13397754,kike
Leche desnatada sin lactosa Hacendado,1,0.97,0.97,2023-01-04,13397754,kike
Ensalada mezcla brotes tiernos maxi,1,1.68,1.68,2023-01-04,13397754,kike
Huevos grandes L,2,8.18,4.09,2023-01-04,13397754,kike
Pechugas enteras de pollo,1,5.99,5.99,2023-01-04,13397754,kike
Aguacates,1,2.52,2.52,2023-01-04,13397754,kike
Cava brut nature Raimat,1,7.79,7.79,2022-12-28,13374140,kike
Jamón serrano Incarlopsa lonchas,1,3.58,3.58,2022-12-28,13374140,kike
Queso de cabra Hacendado rulo,1,2.35,2.35,2022-12-28,13374140,kike
Mantequilla con sal Hacendado,1,2.15,2.15,2022-12-28,13374140,kike
Pimiento rojo,1,0.72,0.72,2022-12-28,13374140,kike
Preparado de carne picada vacuno y cerdo,1,6.7,6.7,2022-12-28,13374140,kike
Muesli Crunchy Hacendado sin azúcares añadidos,1,1.65,1.65,2022-12-28,13374140,kike
6 Caracolas rellenas de cacao,1,1.6,1.6,2022-12-28,13374140,kike
Edulcorante en sobres stevia Hacendado,1,2.0,2.0,2022-12-28,13374140,kike
Refresco Coca-Cola Zero Zero,1,8.64,8.64,2022-12-28,13374140,kike
Barquillos con crema de avellanas Hacendado,1,1.5,1.5,2022-12-28,13374140,kike
Tomate pera,2,0.42,0.21,2022-12-28,13374140,kike
Banana,3,0.71,0.2366666666666666,2022-12-28,13374140,kike
Leche desnatada sin lactosa Hacendado,1,1.01,1.01,2022-12-28,13374140,kike
Ensalada mezcla brotes tiernos maxi,1,1.75,1.75,2022-12-28,13374140,kike
Huevos grandes L,2,8.5,4.25,2022-12-28,13374140,kike
Pechugas enteras de pollo,1,6.2,6.2,2022-12-28,13374140,kike
Medallones pechuga de pollo marinado,1,4.49,4.49,2022-12-28,13374140,kike
Medallones pechuga de pollo marinado,1,3.6,3.6,2022-12-28,13374140,kike
Aguacates,1,2.89,2.89,2022-12-28,13374140,kike
Uva roja sin semillas,1,2.52,2.52,2022-12-28,13374140,kike
Hummus de garbanzos Hacendado con pimiento del piquillo asado,1,1.45,1.45,2022-12-21,13315781,kike
Judía verde redonda,1,2.29,2.29,2022-12-21,13315781,kike
Muesli Crunchy Hacendado sin azúcares añadidos,1,1.65,1.65,2022-12-21,13315781,kike
Edulcorante en sobres stevia Hacendado,1,2.0,2.0,2022-12-21,13315781,kike
Pimiento verde freír,1,0.4,0.4,2022-12-21,13315781,kike
Refresco Coca-Cola Zero Zero,1,8.64,8.64,2022-12-21,13315781,kike
Detergente ropa All in 1 Ariel Pods en cápsulas,1,8.8,8.8,2022-12-21,13315781,kike
Papel higiénico húmedo WC Bosque Verde,1,1.55,1.55,2022-12-21,13315781,kike
Papel higiénico Suave Bosque Verde,1,3.5,3.5,2022-12-21,13315781,kike
Natillas +Proteínas sabor vainilla Hacendado 12 g proteínas,1,1.7,1.7,2022-12-21,13315781,kike
Cebollas,1,1.55,1.55,2022-12-21,13315781,kike
Cebollas,1,1.55,1.55,2022-12-21,13315781,kike
Patatas especial para freir,1,3.05,3.05,2022-12-21,13315781,kike
Chili con carne Hacendado,1,2.6,2.6,2022-12-21,13315781,kike
Fajitas pollo y verduras,2,7.98,3.99,2022-12-21,13315781,kike
Maxi tortillas de trigo Hacendado,1,1.6,1.6,2022-12-21,13315781,kike
Barquillos con crema de avellanas Hacendado,1,1.5,1.5,2022-12-21,13315781,kike
Servilleta papel Bosque Verde,1,1.4,1.4,2022-12-21,13315781,kike
Aceite de oliva virgen extra Hacendado,1,2.45,2.45,2022-12-21,13315781,kike
Bebida de almendras zero Hacendado,1,1.4,1.4,2022-12-21,13315781,kike
Pan de molde 100% integral Hacendado,1,0.95,0.95,2022-12-21,13315781,kike
Espárrago verde grueso,1,3.39,3.39,2022-12-21,13315781,kike
Tomate pera,2,0.48,0.24,2022-12-21,13315781,kike
Banana,3,0.83,0.2766666666666666,2022-12-21,13315781,kike
Leche desnatada sin lactosa Hacendado,3,3.03,1.01,2022-12-21,13315781,kike
Ensalada mezcla brotes tiernos maxi,1,1.75,1.75,2022-12-21,13315781,kike
Huevos grandes L,2,8.5,4.25,2022-12-21,13315781,kike
Calabaza cacahuete cortada a trozos,1,1.93,1.93,2022-12-21,13315781,kike
Aguacates,1,2.72,2.72,2022-12-21,13315781,kike
Medallones pechuga de pollo marinado,1,3.93,3.93,2022-12-21,13315781,kike
Medallones pechuga de pollo marinado,1,4.32,4.32,2022-12-21,13315781,kike
Queso de oveja Entrepinares lonchas,1,2.44,2.44,2022-12-21,13315781,kike
Barquillos con crema de avellanas Hacendado,1,1.5,1.5,2022-12-14,13253776,kike
Helado almendrado Hacendado,1,2.5,2.5,2022-12-14,13253776,kike
Mandarina,4,1.0,0.25,2022-12-14,13253776,kike
Mandarina,4,1.0,0.25,2022-12-14,13253776,kike
Espárrago verde troceado Hacendado ultracongelado,1,2.5,2.5,2022-12-14,13253776,kike
Salteado de setas Hacendado ultracongeladas,1,1.8,1.8,2022-12-14,13253776,kike
Pechuga de pavo Hacendado finas lonchas,1,3.15,3.15,2022-12-14,13253776,kike
Bebida de almendras zero Hacendado,1,1.4,1.4,2022-12-14,13253776,kike
Cebolla troceada Hacendado ultracongelada,1,1.0,1.0,2022-12-14,13253776,kike
Cebollas,1,1.55,1.55,2022-12-14,13253776,kike
Cebollas,1,1.55,1.55,2022-12-14,13253776,kike
Arroz basmati aromático Hacendado,1,2.5,2.5,2022-12-14,13253776,kike
Pan de molde 100% integral Hacendado,1,0.95,0.95,2022-12-14,13253776,kike
Chili con carne Hacendado,1,2.6,2.6,2022-12-14,13253776,kike
Fajitas pollo y verduras,2,7.98,3.99,2022-12-14,13253776,kike
Vela perfumada Té Chai Bosque Verde,1,1.65,1.65,2022-12-14,13253776,kike
Jabón de manos Beauty Cream Bar Dove pastilla,1,2.6,2.6,2022-12-14,13253776,kike
Espárrago verde grueso,1,3.39,3.39,2022-12-14,13253776,kike
Tomate pera,3,0.58,0.1933333333333333,2022-12-14,13253776,kike
Preparado de carne picada vacuno y cerdo,1,5.74,5.74,2022-12-14,13253776,kike
Banana,5,1.15,0.2299999999999999,2022-12-14,13253776,kike
Muesli Crunchy Hacendado con frutos secos,1,1.75,1.75,2022-12-14,13253776,kike
Leche desnatada sin lactosa Hacendado,2,2.02,1.01,2022-12-14,13253776,kike
Ensalada mezcla brotes tiernos maxi,1,1.75,1.75,2022-12-14,13253776,kike
Huevos grandes L,2,8.5,4.25,2022-12-14,13253776,kike
6 Caracolas rellenas de cacao,1,1.6,1.6,2022-12-14,13253776,kike
Aguacates,1,2.67,2.67,2022-12-14,13253776,kike
Queso de oveja Entrepinares lonchas,1,2.37,2.37,2022-12-14,13253776,kike
Pechugas enteras de pollo,1,6.28,6.28,2022-12-14,13253776,kike
Medallones pechuga de pollo marinado,1,3.61,3.61,2022-12-14,13253776,kike
Medallones pechuga de pollo marinado,1,3.98,3.98,2022-12-14,13253776,kike
6 Caracolas rellenas de cacao,1,1.6,1.6,2022-12-07,13220829,kike
Snacks gato rellenos con salmón y malta Compy,1,1.1,1.1,2022-12-07,13220829,kike
Cilantro,1,1.25,1.25,2022-12-07,13220829,kike
Arándanos,1,2.89,2.89,2022-12-07,13220829,kike
"Pimientos tricolor rojo, amarillo y verde",1,1.79,1.79,2022-12-07,13220829,kike
Galletas cacahuete y chocolate Hacendado,1,1.35,1.35,2022-12-07,13220829,kike
Cereales Peanut Balls Hacendado bolas de maíz y crema de cacahuete,1,1.95,1.95,2022-12-07,13220829,kike
Crema de cacahuete 100% Crunchy Hacendado,1,3.1,3.1,2022-12-07,13220829,kike
Ajo granulado Hacendado,1,0.85,0.85,2022-12-07,13220829,kike
Jengibre molido Hacendado,1,1.4,1.4,2022-12-07,13220829,kike
Pimiento rojo y verde Hacendado ultracongelado,1,1.1,1.1,2022-12-07,13220829,kike
Cúrcuma Hacendado,1,1.25,1.25,2022-12-07,13220829,kike
Leche de coco Dee Thai,1,1.5,1.5,2022-12-07,13220829,kike
"Natillas +Proteínas chocolate Hacendado 1,3 g m.g 10 g proteínas",1,1.7,1.7,2022-12-07,13220829,kike
Barquillos con crema de avellanas Hacendado,1,1.5,1.5,2022-12-07,13220829,kike
Bicarbonato sódico Hacendado,1,1.0,1.0,2022-12-07,13220829,kike
Impulsor gasificante en polvo Royal uso alimentario,1,2.25,2.25,2022-12-07,13220829,kike
Papel vegetal Bosque Verde,1,1.7,1.7,2022-12-07,13220829,kike
Papel higiénico húmedo WC Bosque Verde,1,1.55,1.55,2022-12-07,13220829,kike
Canela molida Hacendado,1,0.85,0.85,2022-12-07,13220829,kike
Bebida de almendras zero Hacendado,1,1.4,1.4,2022-12-07,13220829,kike
Dentífrico Protección Caries Colgate,1,1.85,1.85,2022-12-07,13220829,kike
Refresco Coca-Cola Zero Zero,1,9.36,9.36,2022-12-07,13220829,kike
Vinagre de Limpieza Bosque Verde concentrado,1,0.8,0.8,2022-12-07,13220829,kike
Plátano macho,2,1.29,0.645,2022-12-07,13220829,kike
Cereales rellenos de chocolate y avellana Hacendado,1,1.95,1.95,2022-12-07,13220829,kike
Espárrago verde grueso,2,6.78,3.39,2022-12-07,13220829,kike
Tomate pera,1,0.25,0.25,2022-12-07,13220829,kike
Banana,3,0.83,0.2766666666666666,2022-12-07,13220829,kike
Ensalada mezcla brotes tiernos maxi,1,1.75,1.75,2022-12-07,13220829,kike
Huevos grandes L,1,4.25,4.25,2022-12-07,13220829,kike
Pechugas enteras de pollo,1,7.56,7.56,2022-12-07,13220829,kike
Calabaza cacahuete cortada a trozos,1,2.15,2.15,2022-12-07,13220829,kike
Aguacates,1,2.45,2.45,2022-12-07,13220829,kike
Dentífrico Protección Caries Colgate,1,1.85,1.85,2022-11-30,13151497,kike
Toallitas bebé frescas & perfumadas Deliplus,1,1.05,1.05,2022-11-30,13151497,kike
Servilleta papel Cocktail Bosque Verde,1,2.2,2.2,2022-11-30,13151497,kike
Jamón serrano Incarlopsa lonchas,1,3.58,3.58,2022-11-30,13151497,kike
Salsa césar Hacendado,1,1.25,1.25,2022-11-30,13151497,kike
Cebollas,1,1.55,1.55,2022-11-30,13151497,kike
Cebollas,1,1.55,1.55,2022-11-30,13151497,kike
Helado mini cucurucho nata Hacendado,1,2.55,2.55,2022-11-30,13151497,kike
Plátano macho,2,1.51,0.755,2022-11-30,13151497,kike
Judía verde redonda,1,2.29,2.29,2022-11-30,13151497,kike
Helado almendrado Hacendado,1,2.5,2.5,2022-11-30,13151497,kike
Cereales rellenos de chocolate y avellana Hacendado,1,1.95,1.95,2022-11-30,13151497,kike
Chili con carne Hacendado,1,2.6,2.6,2022-11-30,13151497,kike
Fajitas pollo y verduras,2,7.98,3.99,2022-11-30,13151497,kike
Refresco Coca-Cola Zero azúcar,1,9.36,9.36,2022-11-30,13151497,kike
Espárrago verde grueso,2,5.98,2.99,2022-11-30,13151497,kike
Palitos de zanahoria,1,1.75,1.75,2022-11-30,13151497,kike
Tomate pera,2,0.37,0.185,2022-11-30,13151497,kike
Preparado de carne picada vacuno y cerdo,1,5.74,5.74,2022-11-30,13151497,kike
Arroz de secreto ibérico con setas Hacendado,1,3.0,3.0,2022-11-30,13151497,kike
Banana,6,1.82,0.3033333333333333,2022-11-30,13151497,kike
Muesli Crunchy Hacendado con frutos secos,1,1.75,1.75,2022-11-30,13151497,kike
Leche desnatada sin lactosa Hacendado,1,1.01,1.01,2022-11-30,13151497,kike
Ensalada mezcla brotes tiernos maxi,1,1.75,1.75,2022-11-30,13151497,kike
Huevos grandes L,2,8.5,4.25,2022-11-30,13151497,kike
Pechugas de pavo pimentón,1,5.09,5.09,2022-11-30,13151497,kike
Aguacates,1,2.57,2.57,2022-11-30,13151497,kike
Lomo de cerdo adobado,1,3.16,3.16,2022-11-30,13151497,kike
Medallones pechuga de pollo marinado,1,3.9,3.9,2022-11-30,13151497,kike
Medallones pechuga de pollo marinado,1,3.69,3.69,2022-11-30,13151497,kike
Queso de oveja Entrepinares lonchas,1,2.44,2.44,2022-11-30,13151497,kike
Postre lácteo +Proteínas con arándanos Hacendado 0% m.g 10 g proteínas,1,1.55,1.55,2022-11-23,13117832,kike
Pan de molde 100% integral familiar Hacendado,1,1.25,1.25,2022-11-23,13117832,kike
Espárrago verde grueso,2,5.98,2.99,2022-11-23,13117832,kike
Remolacha cocida y pelada,2,1.7,0.85,2022-11-23,13117832,kike
Pimiento rojo,1,1.13,1.13,2022-11-23,13117832,kike
Palitos de zanahoria,1,1.75,1.75,2022-11-23,13117832,kike
Tomate pera,2,0.33,0.165,2022-11-23,13117832,kike
Preparado de carne picada vacuno y cerdo,1,5.74,5.74,2022-11-23,13117832,kike
Arroz de secreto ibérico con setas Hacendado,1,3.0,3.0,2022-11-23,13117832,kike
Banana,6,1.64,0.2733333333333333,2022-11-23,13117832,kike
Muesli Crunchy Hacendado con frutos secos,1,1.75,1.75,2022-11-23,13117832,kike
Edulcorante en sobres stevia Hacendado,1,2.0,2.0,2022-11-23,13117832,kike
Leche desnatada sin lactosa Hacendado,3,2.88,0.96,2022-11-23,13117832,kike
Ensalada mezcla brotes tiernos maxi,1,1.75,1.75,2022-11-23,13117832,kike
Huevos grandes L,2,8.5,4.25,2022-11-23,13117832,kike
6 Caracolas rellenas de cacao,1,1.6,1.6,2022-11-23,13117832,kike
Medallones pechuga de pollo marinado,1,3.68,3.68,2022-11-23,13117832,kike
Medallones pechuga de pollo marinado,1,3.81,3.81,2022-11-23,13117832,kike
Queso de oveja Entrepinares lonchas,1,2.23,2.23,2022-11-23,13117832,kike
Aguacates,1,2.33,2.33,2022-11-23,13117832,kike
Ambientador automático Caramel Bosque Verde,1,1.9,1.9,2022-11-16,13069090,kike
Postre lácteo +Proteínas con arándanos Hacendado 0% m.g 10 g proteínas,1,1.55,1.55,2022-11-16,13069090,kike
Ensaladilla de cangrejo Hacendado,1,1.7,1.7,2022-11-16,13069090,kike
Lasaña boloñesa Hacendado,1,2.65,2.65,2022-11-16,13069090,kike
Pan de molde 100% integral familiar Hacendado,1,1.25,1.25,2022-11-16,13069090,kike
Toallitas limpiadoras de Muebles Bosque Verde,1,1.35,1.35,2022-11-16,13069090,kike
Gotas de chocolate negro para fundir Hacendado,2,3.2,1.6,2022-11-16,13069090,kike
Patatas especial para freir,1,3.05,3.05,2022-11-16,13069090,kike
Espárrago verde grueso,2,5.98,2.99,2022-11-16,13069090,kike
Remolacha cocida y pelada,2,1.7,0.85,2022-11-16,13069090,kike
Pimientos semipicantes,1,1.15,1.15,2022-11-16,13069090,kike
Pimiento rojo,1,0.98,0.98,2022-11-16,13069090,kike
Palitos de zanahoria,1,1.75,1.75,2022-11-16,13069090,kike
Tomate pera,2,0.43,0.215,2022-11-16,13069090,kike
Galletas crujientes chocolate y avena Hacendado,1,1.58,1.58,2022-11-16,13069090,kike
Galletas mini Oreo,1,1.65,1.65,2022-11-16,13069090,kike
Cereales rellenos de chocolate y avellana Hacendado,1,1.95,1.95,2022-11-16,13069090,kike
"Muesli Hacendado con quinoa, chía y chocolate negro",1,1.95,1.95,2022-11-16,13069090,kike
Jamón serrano Incarlopsa lonchas,1,3.49,3.49,2022-11-16,13069090,kike
Pechuga de pavo Hacendado finas lonchas,1,3.15,3.15,2022-11-16,13069090,kike
Preparado de carne picada vacuno y cerdo,2,11.48,5.74,2022-11-16,13069090,kike
Maxi tortillas de trigo Hacendado,1,1.55,1.55,2022-11-16,13069090,kike
Chili con carne Hacendado,1,2.6,2.6,2022-11-16,13069090,kike
Fajitas pollo y verduras,2,7.98,3.99,2022-11-16,13069090,kike
Flautas de pollo y queso,1,1.6,1.6,2022-11-16,13069090,kike
Queso Cheddar Hacendado lonchas,1,1.9,1.9,2022-11-16,13069090,kike
Arroz de secreto ibérico con setas Hacendado,1,3.0,3.0,2022-11-16,13069090,kike
Banana,6,1.61,0.2683333333333333,2022-11-16,13069090,kike
Café molido natural Hacendado,1,2.7,2.7,2022-11-16,13069090,kike
Café molido natural Hacendado,1,2.7,2.7,2022-11-16,13069090,kike
Muesli Crunchy Hacendado con frutos secos,1,1.75,1.75,2022-11-16,13069090,kike
Edulcorante en sobres stevia Hacendado,1,2.0,2.0,2022-11-16,13069090,kike
Refresco Coca-Cola Zero azúcar,1,9.36,9.36,2022-11-16,13069090,kike
Leche desnatada sin lactosa Hacendado,3,2.88,0.96,2022-11-16,13069090,kike
Ensalada mezcla brotes tiernos maxi,1,1.75,1.75,2022-11-16,13069090,kike
Huevos grandes L,2,8.5,4.25,2022-11-16,13069090,kike
6 Caracolas rellenas de cacao,1,1.6,1.6,2022-11-16,13069090,kike
Salteado de setas laminadas,1,1.81,1.81,2022-11-16,13069090,kike
Aguacates,1,2.45,2.45,2022-11-16,13069090,kike
Medallones pechuga de pollo marinado,1,3.73,3.73,2022-11-16,13069090,kike
Medallones pechuga de pollo marinado,1,4.64,4.64,2022-11-16,13069090,kike
Calabaza cacahuete cortada a trozos,1,1.79,1.79,2022-11-16,13069090,kike
Queso de oveja Entrepinares lonchas,1,2.52,2.52,2022-11-16,13069090,kike
Queso Cheddar Hacendado lonchas,1,1.9,1.9,2022-11-09,13029815,kike
"Salsa de tomate, albahaca y orégano Hacendado",1,1.2,1.2,2022-11-09,13029815,kike
Cereales rellenos de chocolate y avellana Hacendado,1,1.95,1.95,2022-11-09,13029815,kike
Arroz de secreto ibérico con setas Hacendado,1,2.85,2.85,2022-11-09,13029815,kike
Pimiento verde freír,1,0.26,0.26,2022-11-09,13029815,kike
Arándanos,1,2.89,2.89,2022-11-09,13029815,kike
Banana,7,1.77,0.2528571428571428,2022-11-09,13029815,kike
Detergente ropa All in 1 Ariel en cápsulas,1,7.75,7.75,2022-11-09,13029815,kike
Papel higiénico húmedo WC Bosque Verde,1,1.5,1.5,2022-11-09,13029815,kike
Café molido natural Hacendado,1,2.7,2.7,2022-11-09,13029815,kike
Café molido natural Hacendado,1,2.7,2.7,2022-11-09,13029815,kike
Muesli Crunchy Hacendado con frutos secos,1,1.75,1.75,2022-11-09,13029815,kike
Edulcorante en sobres stevia Hacendado,1,2.0,2.0,2022-11-09,13029815,kike
Pan de molde 100% integral Hacendado,1,0.95,0.95,2022-11-09,13029815,kike
Refresco Coca-Cola Zero azúcar,1,9.36,9.36,2022-11-09,13029815,kike
Leche desnatada sin lactosa Hacendado,2,1.92,0.96,2022-11-09,13029815,kike
Ensalada mezcla brotes tiernos maxi,1,1.75,1.75,2022-11-09,13029815,kike
Aceite de oliva virgen extra Hacendado,2,4.3,2.15,2022-11-09,13029815,kike
Servilleta papel Cocktail Bosque Verde,1,2.2,2.2,2022-11-09,13029815,kike
Huevos grandes L,2,7.9,3.95,2022-11-09,13029815,kike
6 Caracolas rellenas de cacao,1,1.6,1.6,2022-11-09,13029815,kike
Helado con coco mochi Hacendado,1,2.55,2.55,2022-11-09,13029815,kike
Avena molida Hacendado,2,2.3,1.15,2022-11-09,13029815,kike
Bebida de avena con café Hacendado,1,0.9,0.9,2022-11-09,13029815,kike
Barritas Sustitutivo de comida Belladieta sabor avena y chocolate con leche,1,3.1,3.1,2022-11-09,13029815,kike
Aguacates,1,2.28,2.28,2022-11-09,13029815,kike
Queso de oveja Entrepinares lonchas,1,2.48,2.48,2022-11-09,13029815,kike
Medallones pechuga de pollo marinado,1,4.64,4.64,2022-11-09,13029815,kike
Medallones pechuga de pollo marinado,1,4.82,4.82,2022-11-09,13029815,kike
Champiñón laminado limpio,1,1.72,1.72,2022-11-09,13029815,kike
Muesli Crunchy Hacendado con frutos secos,1,1.75,1.75,2022-10-31,12950475,kike
Barrita con proteínas Enervit Sport sabor chocolate negro,1,4.9,4.9,2022-10-31,12950475,kike
Cereales rellenos de crema de cacao y avellana Hacendado sin gluten,1,2.1,2.1,2022-10-31,12950475,kike
Helado almendrado Hacendado,1,2.2,2.2,2022-10-31,12950475,kike
Chili con carne Hacendado,1,2.6,2.6,2022-10-31,12950475,kike
Fajitas pollo y verduras,2,7.98,3.99,2022-10-31,12950475,kike
Desodorante invisible Black & White Nivea Men,2,5.5,2.75,2022-10-31,12950475,kike
Paleta curada lonchas Paletas Marpa,1,3.87,3.87,2022-10-31,12950475,kike
Champú anticaspa Citrus Fresh H&S cabello graso,1,4.25,4.25,2022-10-31,12950475,kike
Café molido natural Hacendado,1,2.7,2.7,2022-10-31,12950475,kike
Café molido natural Hacendado,1,2.7,2.7,2022-10-31,12950475,kike
Pechuga de pavo Hacendado finas lonchas,1,3.15,3.15,2022-10-31,12950475,kike
Refresco Coca-Cola Zero azúcar,1,8.64,8.64,2022-10-31,12950475,kike
Judía verde redonda,1,2.29,2.29,2022-10-31,12950475,kike
Pan de molde 100% integral Hacendado,1,0.95,0.95,2022-10-31,12950475,kike
Plátano macho,2,1.23,0.615,2022-10-31,12950475,kike
Leche desnatada sin lactosa Hacendado,2,1.82,0.91,2022-10-31,12950475,kike
Ensalada mezcla brotes tiernos maxi,1,1.75,1.75,2022-10-31,12950475,kike
Preparado de carne picada vacuno,1,6.18,6.18,2022-10-31,12950475,kike
Banana,8,2.13,0.26625,2022-10-31,12950475,kike
Espárrago verde grueso,2,5.98,2.99,2022-10-31,12950475,kike
Aguacates,1,2.99,2.99,2022-10-31,12950475,kike
Pechugas enteras de pollo,1,3.03,3.03,2022-10-31,12950475,kike
Pechugas enteras de pollo,1,3.96,3.96,2022-10-31,12950475,kike
Chuletas lomo de cerdo,1,1.81,1.81,2022-10-31,12950475,kike
Medallones pechuga de pollo marinado,1,4.04,4.04,2022-10-31,12950475,kike
Medallones pechuga de pollo marinado,1,3.85,3.85,2022-10-31,12950475,kike
Champiñón laminado limpio,1,1.55,1.55,2022-10-31,12950475,kike
Queso de oveja Entrepinares lonchas,1,2.42,2.42,2022-10-31,12950475,kike
Refresco Coca-Cola Zero azúcar,1,9.36,9.36,2022-10-20,12878660,kike
Queso Cheddar Hacendado lonchas,1,1.9,1.9,2022-10-20,12878660,kike
Pan de hamburguesa Brioche Hacendado,2,1.7,0.85,2022-10-20,12878660,kike
Croquetas de pollo Hacendado ultracongeladas,1,3.0,3.0,2022-10-20,12878660,kike
Tiras de pechuga pollo al horno Hacendado,2,4.0,2.0,2022-10-20,12878660,kike
Arroz de secreto ibérico con setas Hacendado,2,5.7,2.85,2022-10-20,12878660,kike
Maxi tortillas de trigo Hacendado,1,1.55,1.55,2022-10-20,12878660,kike
Leche desnatada sin lactosa Hacendado,2,1.82,0.91,2022-10-20,12878660,kike
Papel higiénico húmedo WC Bosque Verde,1,1.5,1.5,2022-10-20,12878660,kike
Toallitas limpiadoras de Cristales y Espejos Bosque Verde,1,1.25,1.25,2022-10-20,12878660,kike
Toallitas limpiadoras de baños Bosque Verde,1,1.3,1.3,2022-10-20,12878660,kike
Burrata fresca Hacendado,1,2.4,2.4,2022-10-20,12878660,kike
Mantequilla sin sal añadida Hacendado,1,1.95,1.95,2022-10-20,12878660,kike
"Salsa de tomate, albahaca y orégano Hacendado",1,1.2,1.2,2022-10-20,12878660,kike
Queso en polvo grana padano Hacendado,1,1.7,1.7,2022-10-20,12878660,kike
Cereales rellenos de chocolate y avellana Hacendado,1,1.95,1.95,2022-10-20,12878660,kike
Remolacha cocida y pelada,2,1.7,0.85,2022-10-20,12878660,kike
Judía verde redonda,1,2.15,2.15,2022-10-20,12878660,kike
Tomate pera,2,0.37,0.185,2022-10-20,12878660,kike
Chili con carne Hacendado,1,2.6,2.6,2022-10-20,12878660,kike
Fajitas pollo y verduras,2,7.98,3.99,2022-10-20,12878660,kike
Palitos de zanahoria,2,3.5,1.75,2022-10-20,12878660,kike
Edulcorante en sobres stevia Hacendado,1,2.0,2.0,2022-10-20,12878660,kike
Bebida de almendras zero Hacendado,1,1.4,1.4,2022-10-20,12878660,kike
Hummus de garbanzos Hacendado receta clásica,2,2.4,1.2,2022-10-20,12878660,kike
Muesli Crunchy Hacendado sin azúcares añadidos,1,1.65,1.65,2022-10-20,12878660,kike
Preparado de carne picada vacuno,2,12.36,6.18,2022-10-20,12878660,kike
Ensalada mezcla brotes tiernos maxi,1,1.75,1.75,2022-10-20,12878660,kike
Huevos grandes L,2,7.9,3.95,2022-10-20,12878660,kike
Espárrago verde grueso,2,5.98,2.99,2022-10-20,12878660,kike
Banana,8,2.23,0.27875,2022-10-20,12878660,kike
Pechugas enteras de pollo,1,4.49,4.49,2022-10-20,12878660,kike
Pechugas enteras de pollo,1,3.36,3.36,2022-10-20,12878660,kike
Pechugas enteras de pollo,1,4.1,4.1,2022-10-20,12878660,kike
Medallones pechuga de pollo marinado,1,4.75,4.75,2022-10-20,12878660,kike
Medallones pechuga de pollo marinado,1,3.82,3.82,2022-10-20,12878660,kike
Aguacates,1,2.52,2.52,2022-10-20,12878660,kike
Champiñón laminado limpio,1,1.71,1.71,2022-10-20,12878660,kike
Pollo asado Hacendado,1,6.55,6.55,2022-10-20,12878660,kike
Pollo asado Hacendado,1,6.8,6.8,2022-10-20,12878660,kike
Tacos de vacuno añojo para guisar,1,6.16,6.16,2022-10-20,12878660,kike
Tacos de vacuno añojo para guisar,1,5.47,5.47,2022-10-20,12878660,kike
Calabaza cacahuete cortada a trozos,1,1.6,1.6,2022-10-20,12878660,kike
Queso para ensaladas Hacendado en dados,1,1.9,1.9,2022-10-13,12838037,kike
Salsa césar Hacendado,1,1.25,1.25,2022-10-13,12838037,kike
Muesli Crunchy Hacendado con frutos secos,1,1.75,1.75,2022-10-13,12838037,kike
Preparado de carne picada vacuno,1,6.18,6.18,2022-10-13,12838037,kike
Pan de molde 100% integral Hacendado,1,0.95,0.95,2022-10-13,12838037,kike
Risotto de champiñones Hacendado ultracongelados,1,1.45,1.45,2022-10-13,12838037,kike
Leche desnatada sin lactosa Hacendado,2,1.82,0.91,2022-10-13,12838037,kike
Helado almendrado Hacendado,1,2.2,2.2,2022-10-13,12838037,kike
Bebida de almendras zero Hacendado,1,1.4,1.4,2022-10-13,12838037,kike
Plátano macho,3,2.32,0.7733333333333333,2022-10-13,12838037,kike
Gel de baño dermoprotector Sanex piel normal,1,3.5,3.5,2022-10-13,12838037,kike
Jabón de manos Beauty Cream Bar Dove pastilla,1,2.6,2.6,2022-10-13,12838037,kike
Edulcorante en sobres stevia Hacendado,1,2.0,2.0,2022-10-13,12838037,kike
Recarga jabón de manos dermoprotector Deliplus líquido,1,1.15,1.15,2022-10-13,12838037,kike
Detergente ropa All in 1 Ariel en cápsulas,1,7.75,7.75,2022-10-13,12838037,kike
Champú Anticaída Deliplus,1,1.95,1.95,2022-10-13,12838037,kike
Vinagre de Limpieza Bosque Verde concentrado,1,0.8,0.8,2022-10-13,12838037,kike
